ticker,revenue,revenue_previous,revenue_growth_rate,operating_income,operating_margin,net_income,gross_profit,cost_of_revenue,sga,ordinary_income,pretax_income,tax_provision,total_assets,total_liabilities,total_debt,long_term_debt,short_term_debt,equity,invested_capital,roic,roic_using_total_assets,debt_to_equity_ratio,cash,beginning_cash_balance,operating_cash_flow,investing_cash_flow,financing_cash_flow,end_cash_value,debt_free_flag,net_cash_status,net_cash_flag,is_high_growth,market_cap,cap_size,dividend_yield,eps,bps,missing_critical,missing_items,roe,pbr,per,equity_ratio,score_growth,score_profit,score_value,score_safety,penalty,total_score,sector
8766,7584167000000.0,7080313000000.0,7.116267317560679,1450272000000.0,19.12,1055276000000.0,,,18108000000.0,1450272000000.0,1450272000000.0,396529000000.0,31237340000000.0,26133796000000.0,227246000000.0,,,5076842000000.0,5304088000000.0,19.139772944943594,False,0.04476129058182232,1071138000000.0,,1345080000000.0,164619000000.0,-1188437000000.0,,False,実質無借金,True,False,109002.48461312,大型,373.0,549.84,2636.714,False,[],20.077999,2.1720216,10.415757,16.252478604132108,14.232534635121358,30.0,4.89606075,0.0,0.0,49.12859538512136,金融（除く銀行）
4572,636235000.0,1625889000.0,-60.86848487196851,-2076105000.0,-326.31,-2178576000.0,465692000.0,170542000.0,,-2173976000.0,-2173976000.0,4599000.0,2772115000.0,296761000.0,61341000.0,,,2475354000.0,2536695000.0,-57.29003683927315,False,0.024780698033493392,2108484000.0,,-1374806000.0,-13060000.0,567441000.0,,False,実質無借金,True,False,83.2950784,小型,,-113.67,45.146,False,[],-124.457,9.657556,3.868678,89.29478033919949,0.0,0.0,5.0,10.0,-80.0,0.0,医薬品
4889,132693000.0,194165000.0,-31.65967089846265,-178828000.0,-134.77,113427000.0,128946000.0,3747000.0,,143763000.0,143763000.0,30336000.0,1871362000.0,151210000.0,0.0,,,1720152000.0,1720152000.0,-7.2772406159455665,False,0.0,1799816000.0,,-176342000.0,382147000.0,-52182000.0,,True,実質無借金,True,False,191.31109376,小型,,2.71,123.351,False,[],2.1930002,12.200955,555.3505,91.9197889024144,0.0,4.3860004,0.0,10.0,-80.0,0.0,医薬品
9904,7947000000.0,7639000000.0,4.0319413535803115,876000000.0,11.02,569000000.0,5501000000.0,2446000000.0,,917000000.0,917000000.0,347000000.0,7552000000.0,3084000000.0,1500000000.0,,,4468000000.0,5968000000.0,10.274798927613942,False,0.3357206803939123,1988000000.0,,407000000.0,-37000000.0,-504000000.0,,False,実質無借金,True,False,106.63785472,小型,535.0,17.48,292.885,False,[],-2.5749999999999997,1.3418236,22.482838,59.16313559322034,8.063882707160623,0.0,5.1701725000000005,10.0,0.0,23.234055207160623,小売
4976,4699118000.0,3869633000.0,21.435753726516186,654594000.0,13.93,617308000.0,1778272000.0,2920845000.0,,808478000.0,808478000.0,190287000.0,12012012000.0,2407165000.0,775500000.0,,,9600483000.0,10375983000.0,4.416119417312076,False,0.08077718589783452,4613054000.0,,1398576000.0,-1081540000.0,-138677000.0,,False,実質無借金,True,True,60.77311488,小型,218.00000000000003,177.02,2597.367,False,[],6.585000000000001,0.5890581,8.643091,79.92402105492403,40.0,13.170000000000002,10.0,10.0,0.0,73.17,素材・化学
2931,47618000000.0,46482000000.0,2.443956800481907,301000000.0,0.63,-650000000.0,33267000000.0,14350000000.0,,-305000000.0,-305000000.0,-71000000.0,73256000000.0,41143000000.0,25917000000.0,,,31704000000.0,57621000000.0,0.36566529563874284,False,0.8174678274034822,20631000000.0,,2645000000.0,-7990000000.0,-485000000.0,,False,,False,False,564.06913024,中型,,-6.48,226.903,False,[],4.0939998,1.820161,-165.2,43.278366277165006,4.887913600963814,8.1879996,5.899195000000001,7.759455425721669,0.0,26.734563626685485,食品
3277,25620399000.0,23269002000.0,10.105276539148521,1882798000.0,7.35,1050725000.0,6302410000.0,19317989000.0,,1585474000.0,1585474000.0,534749000.0,33107247000.0,20348708000.0,18505674000.0,,,12758539000.0,31264213000.0,4.215550220310999,False,1.4504540057447017,5012954000.0,,1143301000.0,-714715000.0,1222962000.0,,False,,False,False,111.66623744,小型,377.0,230.02,1709.975,False,[],12.1300004,0.8064445,5.9951305,38.53699765492431,20.210553078297043,24.2600008,10.0,6.178999218308104,0.0,60.649553096605146,不動産
9048,690720000000.0,601121000000.0,14.905318563151178,42077000000.0,6.09,37733000000.0,104453000000.0,586267000000.0,,51240000000.0,51240000000.0,13715000000.0,1448908000000.0,950599000000.0,585506000000.0,,,461709000000.0,1047215000000.0,2.812593402500919,False,1.2681277601259668,58637000000.0,,78729000000.0,-138132000000.0,55854000000.0,,False,,False,False,3387.16164096,大型,234.0,167.6,2390.262,False,[],5.1450000000000005,0.72272414,10.307279,31.865998393272726,29.810637126302357,10.290000000000001,9.92318025,3.9553327977575754,0.0,53.97915017405994,運輸・物流
3963,3951497000.0,3602635000.0,9.683523310021693,1097202000.0,27.77,659265000.0,3239860000.0,711636000.0,,924236000.0,924236000.0,264970000.0,6130677000.0,804565000.0,0.0,,,5326112000.0,5326112000.0,14.420301338011669,False,0.0,4997759000.0,,439092000.0,-10584000.0,374951000.0,,True,実質無借金,True,False,176.10745856,小型,239.0,16.83,167.888,False,[],10.31,3.740589,37.31432,86.87640859239526,19.367046620043386,20.62,0.0,10.0,0.0,49.98704662004339,情報通信・サービスその他
3454,16865791000.0,22268896000.0,-24.2630124097755,2838147000.0,16.83,1416957000.0,5104767000.0,11761024000.0,,2181701000.0,2181701000.0,736995000.0,89141585000.0,64234482000.0,58175016000.0,,,24799606000.0,82974622000.0,2.3943500459694773,False,2.34580404220938,4817134000.0,,3500624000.0,-4243601000.0,-1192933000.0,,False,,False,False,164.92565504,小型,315.0,104.08,1864.162,False,[],6.848,0.63084644,11.299001,27.82046785459334,0.0,13.696,9.675249749999999,2.60682261819778,-40.0,0.0,不動産
7607,86146486000.0,77845803000.0,10.662980764679117,4536054000.0,5.27,3312345000.0,13865327000.0,72281158000.0,3527764000.0,4807131000.0,4807131000.0,1492985000.0,74409241000.0,30799926000.0,663185000.0,,,43466362000.0,44129547000.0,7.19526488681155,False,0.015257430562051639,29636513000.0,,11336933000.0,-810404000.0,-1493147000.0,,False,実質無借金,True,False,418.79650304,小型,398.0,247.33,3290.839,False,[],8.131,0.9496058,12.634941,58.41527398458479,21.325961529358235,16.262,9.34126475,10.0,0.0,56.92922627935824,商社・卸売
4628,106142000000.0,100883000000.0,5.21296947949605,12447000000.0,11.73,10729000000.0,32268000000.0,73873000000.0,7556000000.0,14874000000.0,14874000000.0,4144000000.0,191106000000.0,27585000000.0,3000000000.0,,,163521000000.0,166521000000.0,5.232313041598357,False,0.018346267451886913,108790000000.0,,8277000000.0,-12116000000.0,-2002000000.0,,False,実質無借金,True,False,1466.37651968,中型,110.00000000000001,846.77,12281.799,False,[],7.069,0.8850495,12.837016,85.56560233587642,10.4259389589921,14.138,9.290746,10.0,0.0,43.8546849589921,素材・化学
7995,60113000000.0,61744000000.0,-2.6415522155998965,5670000000.0,9.43,4676000000.0,23843000000.0,36269000000.0,8646000000.0,6207000000.0,6207000000.0,1484000000.0,77823000000.0,27304000000.0,14505000000.0,,,50485000000.0,64990000000.0,6.107093398984458,False,0.2873130632861246,7969000000.0,,4870000000.0,-4887000000.0,1573000000.0,,False,,False,False,768.29392896,中型,346.0,297.29,2909.3,False,[],10.321999,1.4986422,14.665814,64.87156753144957,0.0,20.643998,6.3403355,10.0,-40.0,0.0,素材・化学
8230,21228000000.0,21300000000.0,-0.3380281690140845,1205000000.0,5.68,905000000.0,13463000000.0,7765000000.0,6117000000.0,1288000000.0,1288000000.0,383000000.0,19916000000.0,7376000000.0,3618000000.0,,,12540000000.0,16158000000.0,5.22032429756158,False,0.2885167464114832,1457000000.0,,150000000.0,-1718000000.0,972000000.0,,False,,False,False,60.0285184,小型,455.0,32.77,692.451,False,[],7.216905901116427,0.476568,10.070186,62.964450692910226,0.0,14.433811802232855,9.9824535,10.0,-40.0,0.0,小売
