rank,ticker,sector,value_rank_score,score_value,score_safety,score_profit,penalty,total_score,debt_free_flag,net_cash_flag,net_cash_status,is_high_growth,debt_to_equity_ratio,market_cap,cap_size,dividend_yield,eps,bps,revenue,revenue_growth_rate,operating_income,operating_margin,net_income,gross_profit,cost_of_revenue,sga,ordinary_income,pretax_income,tax_provision,roe,pbr,per,equity_ratio,roic,roic_using_total_assets,invested_capital,total_assets,total_liabilities,equity,total_debt,cash,beginning_cash_balance,operating_cash_flow,investing_cash_flow,financing_cash_flow,end_cash_value,missing_critical,missing_items,revenue_previous,long_term_debt,short_term_debt,score_growth
100,9726,情報通信・サービスその他,45.82912808811268,10.0,5.829128088112687,30.0,0.0,60.77586433760863,True,True,実質無借金,False,0.0,476.1808896,小型,,285.86,2016.976,274516000000.0,7.473368124747972,6041000000.0,2.2,7680000000.0,52941000000.0,221575000000.0,,7634000000.0,7634000000.0,-53000000.0,16.364999,0.864165,6.0973907,37.48738426433806,8.249834172226773,False,51258000000.0,136734000000.0,85414000000.0,51258000000.0,0.0,12183000000.0,,4223000000.0,-941000000.0,-218000000.0,,False,[],255427000000.0,,,14.946736249495943
101,7575,商社・卸売,45.82416275,5.82416275,10.0,30.0,0.0,66.16512491721159,False,True,実質無借金,False,0.06397609867641413,1083.91399424,中型,350.0,138.55,869.146,56610000000.0,10.170481083605791,12336000000.0,21.79,9317000000.0,34191000000.0,22419000000.0,5907000000.0,12024000000.0,12024000000.0,2707000000.0,16.705999,1.777607,11.151209,79.75320474421947,13.546261726225959,False,63746000000.0,75123000000.0,15210000000.0,59913000000.0,3833000000.0,11014000000.0,,9113000000.0,-1801000000.0,-9040000000.0,,False,[],51384000000.0,,,20.340962167211583
102,4578,医薬品,45.804317749999996,5.80431775,10.0,30.0,0.0,76.64727176492543,False,True,実質無借金,False,0.06928021129800481,49338.79857152,大型,150.0,761.37,5413.653,2329861000000.0,15.421477007462716,415992000000.0,17.85,343120000000.0,1669428000000.0,660432000000.0,3889000000.0,335854000000.0,335854000000.0,-11417000000.0,16.569,1.7256371,12.269987,73.10501488132249,9.962301951820807,False,2922963000000.0,3739251000000.0,961087000000.0,2733580000000.0,189383000000.0,426173000000.0,,354638000000.0,-265793000000.0,-189367000000.0,,False,[],2018568000000.0,,,30.842954014925432
103,5071,情報通信・サービスその他,45.791064500000005,5.7910645,10.0,30.0,0.0,71.5368390754575,True,True,実質無借金,False,0.0,124.19487744,小型,330.0,134.3,829.378,16253198000.0,12.872887287728743,1915895000.0,11.79,1357636000.0,4726876000.0,11526321000.0,,1910694000.0,1910694000.0,553058000.0,17.221001,1.7892927,11.049888,64.24600403761762,19.33401675975721,False,6936616000.0,10796961000.0,3860345000.0,6936616000.0,0.0,6121871000.0,,1560073000.0,-327177000.0,-282968000.0,,False,[],14399559000.0,,,25.745774575457485
104,4197,情報通信・サービスその他,45.78409375,5.78409375,10.0,30.0,0.0,49.569015942231346,True,True,実質無借金,False,0.0,26.9699968,小型,332.0,183.38,1378.759,4363456000.0,1.8924610961156711,360772000.0,8.27,256877000.0,1716673000.0,2646782000.0,,348628000.0,348628000.0,91751000.0,17.720311336978888,1.7029806,12.804013,61.94227684450624,17.421156869494673,False,1449619000.0,2340274000.0,890655000.0,1449619000.0,0.0,1344280000.0,,367411000.0,-81361000.0,163117000.0,,False,[],4282413000.0,,,3.7849221922313423
105,9168,情報通信・サービスその他,45.7660735,5.766073499999999,10.0,30.0,0.0,85.7660735,False,True,実質無借金,True,0.30316706468102894,131.91967744,小型,392.0,61.53,292.4,7679866000.0,24.754725979910237,1958460000.0,25.5,1418334000.0,4227588000.0,3452278000.0,23062000.0,1908614000.0,1908614000.0,490280000.0,22.891001,1.8467853,8.776207,68.63241755405144,16.659474694811074,False,8229083000.0,9200725000.0,2886045000.0,6314680000.0,1914403000.0,2459288000.0,,1447943000.0,-16519000.0,-864710000.0,,False,[],6155972000.0,,,40.0
106,3683,情報通信・サービスその他,45.76568475,5.76568475,10.0,30.0,0.0,57.041728150119816,False,False,,False,0.34799705087245025,147.86229248,小型,225.0,102.26,788.022,15870000000.0,5.638021700059908,1256000000.0,7.91,814000000.0,4908000000.0,10962000000.0,,1232000000.0,1232000000.0,417000000.0,15.329,1.6941152,13.054957,60.05460851597668,8.014585232452143,False,10970000000.0,13551000000.0,5413000000.0,8138000000.0,2832000000.0,1526000000.0,,1151000000.0,-1261000000.0,-299000000.0,,False,[],15023000000.0,,,11.276043400119816
107,9906,商社・卸売,45.742,10.0,10.0,25.741999999999997,0.0,56.81234876694497,False,True,実質無借金,False,0.0418375374896479,355.17566976,小型,308.0,579.83,4644.203,96100124000.0,5.535174383472488,5360014000.0,5.58,4123829000.0,15715391000.0,80384733000.0,,6206671000.0,6206671000.0,1887887000.0,12.870999999999999,0.9043532,7.243502,56.45123847740816,9.56393807274508,False,39230804000.0,66704285000.0,26625587000.0,37655395000.0,1575409000.0,19182125000.0,,5243780000.0,-2757559000.0,-1447581000.0,,False,[],91059805000.0,,,11.070348766944976
108,4979,素材・化学,45.73397824051102,8.7015225,8.672455740511015,28.360000000000003,0.0,51.150012461568,False,False,,False,0.6878565607171964,219.18697472,小型,276.0,224.69,1725.02,29773000000.0,2.7080171105284943,3115000000.0,10.46,2077000000.0,14442000000.0,15331000000.0,,3217000000.0,3217000000.0,990000000.0,14.180000000000001,1.2596955,9.671103,46.01736722153304,8.099023140066114,False,26923000000.0,34663000000.0,17561000000.0,15951000000.0,10972000000.0,4849000000.0,,3762000000.0,-555000000.0,-2482000000.0,,False,[],28988000000.0,,,5.4160342210569885
109,6250,機械,45.70788775,8.803887750000001,10.0,26.904,0.0,63.45953900495377,False,True,実質無借金,False,0.13487154647241836,1372.5208576,中型,268.0,325.77,2740.367,164838000000.0,8.875825627476882,19638000000.0,11.91,15889000000.0,56652000000.0,108186000000.0,,20984000000.0,20984000000.0,5095000000.0,13.452,1.2242886,10.298677,68.91429525160643,11.283149885499002,False,121833000000.0,155779000000.0,48425000000.0,107354000000.0,14479000000.0,15769000000.0,,14033000000.0,-3432000000.0,-7570000000.0,,False,[],151400000000.0,,,17.751651254953764
110,4220,素材・化学,45.68918574999999,8.67118575,10.0,27.017999999999997,0.0,49.509839300642106,False,True,実質無借金,False,0.18189447497995126,772.64420864,中型,333.0,158.34,1296.149,128141144000.0,1.9103267753210542,10488510000.0,8.19,7370551000.0,24321478000.0,103819666000.0,,12029480000.0,12029480000.0,2771173000.0,13.508999999999999,1.2529423,10.256411,55.69550662415431,9.576378298949257,False,76667366000.0,116469358000.0,40689251000.0,64868199000.0,11799167000.0,24472764000.0,,11547898000.0,-3152721000.0,-6512866000.0,,False,[],125739116000.0,,,3.8206535506421084
111,4763,情報通信・サービスその他,45.6552775,5.6552774999999995,10.0,30.0,0.0,47.567365554195675,False,True,実質無借金,False,0.2624562564088935,329.31627008,小型,289.0,141.69,855.727,50275801000.0,0.9560440270978372,3614590000.0,7.19,2251469000.0,18572850000.0,31702951000.0,,3549156000.0,3549156000.0,1292724000.0,19.716998999999998,1.8195056,10.988778,58.637857031593846,12.62222825732332,False,20045692000.0,27078626000.0,11065959000.0,15878326000.0,4167366000.0,12807120000.0,,2958215000.0,-1765481000.0,-369427000.0,,False,[],49799694000.0,,,1.9120880541956744
112,6176,情報通信・サービスその他,45.64846575,6.46646575,10.0,29.182000000000002,0.0,61.1697399897436,False,True,実質無借金,False,0.12708090471787864,97.79218432,小型,429.0,49.77,465.589,5196705000.0,7.7606371198718,1151711000.0,22.16,656915000.0,3762880000.0,1433825000.0,,1062663000.0,1062663000.0,350874000.0,14.591000000000001,1.503472,14.064697,67.91563758670208,11.9805626630391,False,6729214000.0,8791024000.0,2691830000.0,5970480000.0,758734000.0,1767883000.0,,602761000.0,-60754000.0,-160773000.0,,False,[],4822452000.0,,,15.5212742397436
113,9713,情報通信・サービスその他,45.55799999999999,10.0,10.0,25.557999999999996,0.0,85.55799999999999,False,True,実質無借金,True,0.029476135040745054,141.58183424,小型,54.0,144.07,1422.761,25164000000.0,21.753435262241148,914000000.0,3.63,1737000000.0,21076000000.0,4088000000.0,,2057000000.0,2057000000.0,221000000.0,12.778999999999998,0.65155005,6.434372,55.98133521023957,2.8939750316627464,False,22108000000.0,38361000000.0,15326000000.0,21475000000.0,633000000.0,11359000000.0,,1204000000.0,-1981000000.0,-260000000.0,,False,[],20668000000.0,,,40.0
114,7273,自動車・輸送機,45.52778989503583,7.7860125,7.74177739503583,30.0,0.0,49.96609193167435,False,False,,False,0.4477153331929999,217.77408,小型,41.0,111.62,516.358,17736188000.0,2.2191510183192573,39279000.0,0.22,44549000.0,2003511000.0,15732676000.0,,49438000.0,49438000.0,6872000.0,34.585997,1.4427975,6.674431,43.22533218510749,0.2703083989049754,False,10171826000.0,16254642000.0,9184068000.0,7026123000.0,3145703000.0,1496485000.0,,761365000.0,-1083356000.0,129602000.0,,False,[],17351140000.0,,,4.438302036638515
115,9651,情報通信・サービスその他,45.4875335,7.2395335,10.0,28.248,0.0,66.70473463000187,True,True,実質無借金,False,0.0,171.00983296,小型,322.0,162.27,1169.331,10473149000.0,10.608600565000929,1144609000.0,10.93,1478151000.0,2284695000.0,8188453000.0,437201000.0,2072492000.0,2072492000.0,594341000.0,14.124,1.5085548,10.87077,76.61328355534036,7.2254778290081685,False,11088904000.0,14473866000.0,3384962000.0,11088904000.0,0.0,5664337000.0,,498888000.0,1030580000.0,-444407000.0,,False,[],9468657000.0,,,21.217201130001857
116,2700,商社・卸売,45.468825230104116,9.6865665,5.782258730104121,30.0,0.0,52.71985110072087,False,False,,False,0.8737640594960532,213.82807552,小型,191.0,563.06,2459.803,118998507000.0,3.6255129353083753,2377072000.0,2.0,1723905000.0,9030167000.0,109968340000.0,,2501243000.0,2501243000.0,711143000.0,33.96,1.0626867,4.6424894,37.34677619031236,5.919326776036841,False,28110467000.0,40169834000.0,24609792000.0,15002138000.0,13108329000.0,3650342000.0,,-929894000.0,-985506000.0,2861240000.0,,False,[],114835144000.0,,,7.2510258706167505
117,4270,情報通信・サービスその他,45.366526935558035,5.41400825,9.952518685558035,30.0,0.0,85.36652693555803,False,True,実質無借金,True,0.0772428027087506,52.26750464,小型,107.0,187.98,1304.523,9255650000.0,20.202185227455132,656652000.0,7.09,499366000.0,1717065000.0,7538584000.0,371178000.0,673083000.0,673083000.0,173717000.0,15.969,1.7945257,12.453453,49.857556056674106,16.47964067605561,False,2789238000.0,5193271000.0,2604033000.0,2589238000.0,200000000.0,2337341000.0,,532054000.0,-64745000.0,0.0,,False,[],7700068000.0,,,40.0
118,2813,食品,45.334,10.0,10.0,25.334,0.0,56.13765766564027,False,True,実質無借金,False,0.40247012963814205,80.59489792,小型,266.0,422.48,3601.718,16249157000.0,5.401828832820136,1591741000.0,9.8,1208405000.0,4728068000.0,11521088000.0,438124000.0,1598880000.0,1598880000.0,390475000.0,12.667,0.89679426,7.6453323,58.7313830550527,9.287726211562383,False,11996679000.0,14564554000.0,6010590000.0,8553964000.0,3442715000.0,3499210000.0,,1513328000.0,-829314000.0,-80119000.0,,False,[],15416390000.0,,,10.803657665640271
119,8115,商社・卸売,45.3135945,9.6095945,10.0,25.704,0.0,70.5040796397934,False,False,,False,0.4449200137066509,64.2320896,小型,283.0,161.34,1321.793,11946371000.0,12.595242569896703,702772000.0,5.88,583334000.0,5121436000.0,6824934000.0,,715587000.0,715587000.0,128003000.0,12.852,1.0780811,8.83228,54.960457043280584,6.235427833226713,False,7889441000.0,9934639000.0,4464904000.0,5460123000.0,2429318000.0,1343187000.0,,783447000.0,5024000.0,-491297000.0,,False,[],10610014000.0,,,25.190485139793406
120,8057,商社・卸売,45.27112061218351,7.667424499999999,7.603696112183505,30.0,0.0,70.7354299381187,False,True,実質無借金,False,0.033003300330033,1023.89383168,中型,291.0,199.4,1435.731,277940000000.0,12.732154662967604,9351000000.0,3.36,6996000000.0,47734000000.0,230205000000.0,8200000000.0,10280000000.0,10280000000.0,3237000000.0,16.371,1.4459534,10.411234,42.81108833655052,9.818206362777303,False,66669000000.0,150753000000.0,85967000000.0,64539000000.0,2130000000.0,29304000000.0,,4850000000.0,-1816000000.0,-2354000000.0,,False,[],246549000000.0,,,25.464309325935208
121,5869,情報通信・サービスその他,45.24967025,5.249670249999999,10.0,30.0,0.0,61.453618793116384,True,True,実質無借金,False,0.0,126.04043264,小型,495.0,101.49,683.667,6986676000.0,8.101974271558191,1492867000.0,21.37,1038819000.0,2849057000.0,4137618000.0,,1508838000.0,1508838000.0,470018000.0,15.348,1.8327637,12.346045,75.30647324136613,14.898472923736858,False,7014188000.0,9314190000.0,2300002000.0,7014188000.0,0.0,3769356000.0,,1259665000.0,-1140970000.0,-843304000.0,,False,[],6463042000.0,,,16.203948543116383
122,7608,商社・卸売,45.1409285,5.1409285,10.0,30.0,0.0,85.1409285,True,True,実質無借金,True,0.0,124.57675776,小型,309.0,146.02,756.371,13274754000.0,25.08104742501641,1229075000.0,9.26,929140000.0,3578015000.0,9696738000.0,881899000.0,1261241000.0,1261241000.0,332100000.0,21.445,1.9633223,10.16984,82.34362168050716,15.427234624900615,False,5576842000.0,6772646000.0,1195804000.0,5576842000.0,0.0,3778329000.0,,657109000.0,-117757000.0,-166660000.0,,False,[],10612922000.0,,,40.0
123,9110,運輸・物流,45.134,10.0,10.0,25.134,0.0,57.41027627627628,False,False,,False,0.5242537084147525,1623.67094784,中型,463.99999999999994,860.78,6905.731,247408000000.0,6.138138138138139,20224000000.0,8.17,18621000000.0,27986000000.0,219423000000.0,,21740000000.0,21740000000.0,3119000000.0,12.567,0.997722,8.004368,56.51645435981497,5.7071444121038155,False,248054000000.0,287948000000.0,125210000000.0,162738000000.0,85316000000.0,40793000000.0,,34851000000.0,-8246000000.0,-17811000000.0,,False,[],233100000000.0,,,12.276276276276278
124,6535,情報通信・サービスその他,45.124866624999996,5.124866624999999,10.0,30.0,0.0,73.23883228919091,True,True,実質無借金,False,0.0,290.32435712,小型,528.0,51.36,262.845,18735000000.0,14.056982832095457,3549000000.0,18.94,2420000000.0,18702000000.0,32000000.0,,3446000000.0,3446000000.0,1025000000.0,15.262,1.9707432,10.0856695,63.83126429271479,15.893416927899686,False,15631000000.0,24488000000.0,8857000000.0,15631000000.0,0.0,18602000000.0,,3793000000.0,-747000000.0,-683000000.0,,False,[],16426000000.0,,,28.113965664190914
125,6638,電機・精密,45.107630430709094,7.6756614999999995,7.431968930709096,30.0,0.0,67.14233026191356,False,False,,False,0.7120321421518055,508.92414976,中型,289.0,195.54,1200.791,83963694000.0,11.017349915602232,9111806000.0,10.85,6156161000.0,39124418000.0,44839276000.0,,8294822000.0,8294822000.0,2121958000.0,17.605999999999998,1.4648677,8.995603,42.29590679212729,11.563347085918837,False,55159325000.0,76174338000.0,43800346000.0,32218627000.0,22940698000.0,15448305000.0,,7861261000.0,-2437867000.0,-7542854000.0,,False,[],75631146000.0,,,22.034699831204463
126,6331,機械,45.1059165,5.1059165,10.0,30.0,0.0,85.1059165,False,True,実質無借金,True,0.08633093525179857,745.5285248,中型,280.0,268.3,1752.75,59202000000.0,23.92096119228032,5703000000.0,9.63,4879000000.0,13206000000.0,45995000000.0,2437000000.0,6820000000.0,6820000000.0,1940000000.0,16.134999999999998,1.8684924,12.206486,57.76437875902922,9.613726670680311,False,41525000000.0,66174000000.0,27949000000.0,38225000000.0,3300000000.0,10823000000.0,,-3311000000.0,43000000.0,-1047000000.0,,False,[],47774000000.0,,,40.0
127,7609,商社・卸売,45.09298637413746,6.73109975,8.361886624137458,30.0,0.0,48.102088945223684,False,True,実質無借金,False,0.018772947221398363,534.00956928,中型,399.0,232.33,1576.277,93542920000.0,1.5045512855431171,6200103000.0,6.63,4382030000.0,18868448000.0,74674471000.0,5607732000.0,6334679000.0,6334679000.0,1955702000.0,16.569,1.6082199,10.911203,45.08565987241237,12.916564102220704,False,33600825000.0,73153331000.0,40149755000.0,32981662000.0,619163000.0,19561035000.0,,10013304000.0,-353317000.0,-1603479000.0,,False,[],92156380000.0,,,3.0091025710862342
128,5126,情報通信・サービスその他,45.061589,5.061589000000001,10.0,30.0,0.0,85.061589,False,True,実質無借金,True,0.0312125748502994,27.4490368,小型,,145.27,894.218,1923000000.0,21.17202268431002,392000000.0,20.38,268000000.0,1477000000.0,446000000.0,,386000000.0,386000000.0,160000000.0,20.059880239520957,1.9022207,11.70923,80.8227465214761,19.917253393336722,False,1377700000.0,1653000000.0,309000000.0,1336000000.0,41700000.0,821000000.0,,-88000000.0,-244000000.0,1000000.0,,False,[],1587000000.0,,,40.0
129,9687,情報通信・サービスその他,45.049022,7.531024,10.0,27.517998,0.0,61.85497295968409,True,True,実質無借金,False,0.0,265.57779968,小型,333.0,425.32,2961.683,23608000000.0,8.402975479842043,2420000000.0,10.25,1860000000.0,5690000000.0,17917000000.0,,2504000000.0,2504000000.0,644000000.0,13.758999,1.4788888,10.298128,72.85564853556485,10.134003350083752,False,16716000000.0,22944000000.0,6228000000.0,16716000000.0,0.0,5323000000.0,,1825000000.0,-931000000.0,-1268000000.0,,False,[],21778000000.0,,,16.805950959684086
130,4372,情報通信・サービスその他,45.04895825,5.048958249999999,10.0,30.0,0.0,75.6459212810776,False,True,実質無借金,False,0.020752827432231023,55.139072,小型,132.0,116.56,768.315,2669470000.0,15.2984815155388,637593000.0,23.88,469681000.0,1796494000.0,872976000.0,,637471000.0,637471000.0,167789000.0,15.963,1.8729297,12.345573,82.87211132206302,15.358817393865834,False,2905921000.0,3435222000.0,588381000.0,2846841000.0,59080000.0,2540460000.0,,601378000.0,-150067000.0,0.0,,False,[],2315269000.0,,,30.5969630310776
131,4187,素材・化学,45.046689,5.982688999999999,10.0,29.064,0.0,71.27977166671133,False,True,実質無借金,False,0.07761661448805703,839.93575424,中型,194.0,336.6,2443.824,32698809000.0,13.116541333355658,4608804000.0,14.09,4044582000.0,9688447000.0,23010361000.0,,5567573000.0,5567573000.0,1449712000.0,14.532,1.6899744,12.269756,75.77003662137098,6.589140133644547,False,48961818000.0,59964713000.0,13824739000.0,45435285000.0,3526533000.0,13047614000.0,,8600325000.0,-298366000.0,-3127024000.0,,False,[],28907186000.0,,,26.233082666711315
132,5842,金融（除く銀行）,45.021678,5.0216780000000005,10.0,30.0,0.0,85.021678,False,True,実質無借金,True,0.05921143967791198,1197.08008448,中型,96.0,425.26,1771.34,21821000000.0,163.15726000964784,26015000000.0,119.22,18106000000.0,,,5212000000.0,25985000000.0,25985000000.0,7879000000.0,22.805001,1.9956644,8.312562,72.8956356736243,29.835670751687527,False,61036000000.0,79050000000.0,21417000000.0,57624000000.0,3412000000.0,22137000000.0,,5818000000.0,-102000000.0,-2501000000.0,,False,[],8292000000.0,,,40.0
133,9928,情報通信・サービスその他,45.016279624999996,5.016279624999999,10.0,30.0,0.0,54.97284190468433,False,True,実質無借金,False,0.21721311475409835,578.2216704,中型,313.0,161.79,1016.325,46160000000.0,4.978281139842169,6289000000.0,13.62,4381000000.0,27876000000.0,18283000000.0,9662000000.0,6563000000.0,6563000000.0,2273000000.0,16.455999,1.8999828,11.9352255,64.59155985969866,12.35213243546577,False,35640000000.0,45331000000.0,15695000000.0,29280000000.0,6360000000.0,16722000000.0,,6357000000.0,-4373000000.0,-4502000000.0,,False,[],43971000000.0,,,9.956562279684338
134,5729,鉄鋼・非鉄,45.0,5.0,10.0,30.0,0.0,85.0,False,False,,True,0.33547657854094903,307.099648,小型,271.0,2105.04,6094.459,25179512000.0,61.51730164145941,3598009000.0,14.29,2456081000.0,4952427000.0,20227084000.0,444975000.0,3530463000.0,3530463000.0,1074381000.0,40.962002,2.055966,5.9523807,56.992519612965275,15.804480627448736,False,15936027000.0,20937553000.0,9004714000.0,11932839000.0,4003188000.0,2128680000.0,,-919232000.0,-628653000.0,645278000.0,,False,[],15589359000.0,,,40.0
135,5599,情報通信・サービスその他,45.0,5.0,10.0,30.0,0.0,85.0,True,True,実質無借金,True,0.0,136.696576,小型,123.0,3278.95,390.084,1942927000.0,20.62220550127456,420504000.0,21.64,309111000.0,946026000.0,996900000.0,,423377000.0,423377000.0,114266000.0,18.406,6.237118,0.7420058,74.06076200500867,14.689253018541667,False,2003865000.0,2705704000.0,701839000.0,2003865000.0,0.0,1997944000.0,,344056000.0,-402579000.0,-63411000.0,,False,[],1610754000.0,,,40.0
136,5244,情報通信・サービスその他,45.0,5.0,10.0,30.0,0.0,70.29968038012099,False,True,実質無借金,False,0.07013111373550726,95.90654976,小型,127.0,25.69,112.249,13796280000.0,12.649840190060493,2012299000.0,14.59,1077496000.0,13080610000.0,715669000.0,,1703748000.0,1703748000.0,626251000.0,28.544000000000004,2.049016,8.9529,60.6334528803043,32.138039337010724,False,4382997000.0,6754946000.0,2659189000.0,4095757000.0,287240000.0,4368673000.0,,1558532000.0,-130716000.0,-479269000.0,,False,[],12247048000.0,,,25.299680380120986
137,7080,情報通信・サービスその他,45.0,5.0,10.0,30.0,0.0,69.98471425754589,False,True,実質無借金,False,0.09021314911933027,59.54654208,小型,258.0,95.44,287.991,3845234000.0,12.492357128772944,874069000.0,22.73,595295000.0,3665812000.0,179422000.0,,872058000.0,872058000.0,276762000.0,34.611,2.8299496,8.539396,65.13347997837256,31.822332229504223,False,1922701000.0,2707672000.0,944071000.0,1763601000.0,159100000.0,1704249000.0,,619303000.0,-49659000.0,-322787000.0,,False,[],3418218000.0,,,24.98471425754589
138,6736,電機・精密,45.0,5.0,10.0,30.0,0.0,60.7602154817051,False,False,,False,0.053467467432186215,1783.82733312,中型,122.0,954.14,2132.623,10837189000.0,7.880107740852551,1332000.0,0.01,17228604000.0,2835084000.0,8002104000.0,,17947662000.0,17947662000.0,719058000.0,52.939,3.8872318,8.688453,89.61143238565202,0.001859082540373684,False,50153771000.0,53127459000.0,5519182000.0,47608277000.0,2545494000.0,2148549000.0,,-1668247000.0,2952409000.0,-829425000.0,,False,[],10045586000.0,,,15.760215481705101
139,8739,金融（除く銀行）,44.99502975,4.9950297500000005,10.0,30.0,0.0,62.73158791209008,False,True,実質無借金,False,0.2686005909213,650.09283072,中型,547.0,148.01,845.633,17960000000.0,8.868279081045038,7716000000.0,42.96,5252000000.0,,,,7935000000.0,7935000000.0,2729000000.0,17.558001,1.9452883,11.114115,67.09585694547347,12.706613028442373,False,42507000000.0,49939000000.0,16432000000.0,33507000000.0,9000000000.0,21385000000.0,,5063000000.0,-2124000000.0,-3391000000.0,,False,[],16497000000.0,,,17.736558162090077
140,2307,情報通信・サービスその他,44.9567755,4.9567755,10.0,30.0,0.0,61.875085694201545,False,True,実質無借金,False,0.2570301081455233,141.64052992,小型,336.0,99.48,458.971,16194800000.0,8.459155097100773,1836712000.0,11.34,1316766000.0,3846402000.0,12348398000.0,,1872684000.0,1872684000.0,555918000.0,23.5,2.2049322,10.172898,55.61015276261805,17.472030379654633,False,7358609000.0,10526790000.0,4672826000.0,5853964000.0,1504645000.0,2683140000.0,,692175000.0,-28508000.0,-319989000.0,,False,[],14931704000.0,,,16.918310194201545
141,7792,情報通信・サービスその他,44.896799,4.896799,10.0,30.0,0.0,77.63968844064273,False,True,実質無借金,False,0.0024966030176735965,137.83560192,小型,293.0,145.59,569.114,6917910000.0,16.371444720321364,1810086000.0,26.17,1328215000.0,4657651000.0,2260258000.0,,1827535000.0,1827535000.0,499320000.0,28.627002,2.6637895,10.412804,76.93634518930298,24.45720327892395,False,5180724000.0,6717010000.0,1549188000.0,5167822000.0,12902000.0,2180025000.0,,998346000.0,-303405000.0,-272180000.0,,False,[],5944680000.0,,,32.74288944064273
142,4595,医薬品,44.89307125,4.89307125,10.0,30.0,0.0,52.901079258008004,True,True,実質無借金,False,0.0,344.59062272,小型,553.0,173.48,884.418,11429000000.0,4.004004004004004,4922000000.0,43.07,3773000000.0,8083000000.0,3345000000.0,636000000.0,5167000000.0,5167000000.0,1393000000.0,17.048,2.0454128,10.427715,83.70881373920595,19.85592438911941,False,17352000000.0,20729000000.0,3377000000.0,17352000000.0,0.0,11246000000.0,,3348000000.0,-307000000.0,-2094000000.0,,False,[],10989000000.0,,,8.008008008008009
143,6770,電機・精密,44.884,10.0,10.0,24.884,0.0,50.343448806646684,False,True,実質無借金,False,0.24344685990338163,3930.59794944,大型,318.0,237.75,2112.383,990407000000.0,2.729724403323341,34107000000.0,3.44,37837000000.0,175169000000.0,815238000000.0,,57872000000.0,57872000000.0,19788000000.0,12.442,0.9536623,8.4731865,55.89194224499301,4.637821079397887,False,514787000000.0,740715000000.0,325200000000.0,414000000000.0,100787000000.0,147941000000.0,,65817000000.0,-1683000000.0,-37299000000.0,,False,[],964090000000.0,,,5.459448806646682
144,3991,情報通信・サービスその他,44.87395875,4.87395875,10.0,30.0,0.0,52.7816274372965,True,True,実質無借金,False,0.0,113.82537216,小型,167.0,114.05,516.667,4908830000.0,3.9538343436482513,1644848000.0,33.51,1083381000.0,1644848000.0,3263982000.0,,1662292000.0,1662292000.0,578910000.0,24.302,2.3187082,10.504165,68.59959861765329,23.447397526014964,False,4910539000.0,7158262000.0,2247723000.0,4910539000.0,0.0,6237144000.0,,2064375000.0,-160670000.0,-189683000.0,,False,[],4722125000.0,,,7.9076686872965025
145,8226,商社・卸売,44.86916337239039,7.830631500000001,9.446531872390388,27.592,0.0,84.86916337239037,False,True,実質無借金,True,0.5732336791443431,76.35283456,小型,138.0,46.6,362.78,18725797000.0,54.35458829881282,1114292000.0,5.95,661261000.0,3532063000.0,15193733000.0,522382000.0,994528000.0,994528000.0,323710000.0,13.796,1.3920282,10.83691,48.33959561717116,9.253172367003895,False,8429589000.0,11084348000.0,5698767000.0,5358129000.0,3071460000.0,3075749000.0,,-322068000.0,-70331000.0,405916000.0,,False,[],12131675000.0,,,40.0
146,7131,商社・卸売,44.832917739141955,5.732167500000001,9.100750239141952,30.0,0.0,59.92547011855046,False,True,実質無借金,False,0.014482334049413861,43.03982592,小型,296.0,384.26,1756.074,7111932000.0,7.546276189704251,753445000.0,10.59,508265000.0,1914227000.0,5197704000.0,,753838000.0,753838000.0,234082000.0,24.365999,1.8535665,8.470827,47.302250717425856,22.381422212037492,False,2356470000.0,4910612000.0,2560688000.0,2322830000.0,33640000.0,2268428000.0,,977735000.0,-45427000.0,-126334000.0,,False,[],6612904000.0,,,15.092552379408502
147,5191,自動車・輸送機,44.80181032736572,8.977068,9.226742327365725,26.598,0.0,50.61285234709442,False,False,,False,0.37156546396792806,2691.11803904,中型,262.0,280.45,2151.776,633331000000.0,2.905521009864343,40837000000.0,6.45,27419000000.0,105750000000.0,527581000000.0,5579000000.0,38633000000.0,38633000000.0,8480000000.0,13.299,1.2045864,9.242289,47.68022698209718,9.704379648772605,False,294567000000.0,450432000000.0,207623000000.0,214767000000.0,79800000000.0,55015000000.0,,66051000000.0,-31777000000.0,-23639000000.0,,False,[],615449000000.0,,,5.811042019728686
148,4320,情報通信・サービスその他,44.8003035,4.8003035,10.0,30.0,0.0,62.34821986563591,False,True,実質無借金,False,0.19064998159540006,177.7284096,小型,225.0,98.9,499.001,15831137000.0,8.773958182817958,1411603000.0,8.92,1557814000.0,3581584000.0,12249553000.0,259284000.0,2263580000.0,2263580000.0,594580000.0,21.608,2.1402762,10.798786,65.15542236617192,9.992805664452103,False,9888335000.0,12746428000.0,3904013000.0,8304989000.0,1583346000.0,4732751000.0,,986057000.0,393627000.0,-146619000.0,,False,[],14554161000.0,,,17.547916365635917
