rank,ticker,sector,value_rank_score,score_value,score_safety,score_profit,penalty,total_score,debt_free_flag,net_cash_flag,net_cash_status,is_high_growth,debt_to_equity_ratio,market_cap,cap_size,dividend_yield,eps,bps,revenue,revenue_growth_rate,operating_income,operating_margin,net_income,gross_profit,cost_of_revenue,sga,ordinary_income,pretax_income,tax_provision,roe,pbr,per,equity_ratio,roic,roic_using_total_assets,invested_capital,total_assets,total_liabilities,equity,total_debt,cash,beginning_cash_balance,operating_cash_flow,investing_cash_flow,financing_cash_flow,end_cash_value,missing_critical,missing_items,revenue_previous,long_term_debt,short_term_debt,score_growth
1,2220,食品,50.0,10.0,10.0,30.0,0.0,66.17853329704607,False,False,,False,0.32700117735769185,849.64933632,中型,144.0,1276.3,4759.036,103262000000.0,8.089266648523038,5500000000.0,5.33,5417000000.0,28064000000.0,75197000000.0,,6079000000.0,6079000000.0,197000000.0,31.041,0.8468101,3.1575646,61.03001727729247,3.838025360874073,False,100312000000.0,123862000000.0,44955000000.0,75593000000.0,24719000000.0,10098000000.0,,9442000000.0,-7830000000.0,-1215000000.0,,False,[],95534000000.0,,,16.178533297046076
2,8225,商社・卸売,50.0,10.0,10.0,30.0,0.0,63.00338858888141,False,False,,False,0.4322767989848752,25.28106752,小型,221.0,578.76,3745.356,8536884000.0,6.5016942944407035,437111000.0,5.12,308645000.0,2390000000.0,6146884000.0,251029000.0,435967000.0,435967000.0,127321000.0,17.14,0.9651953,6.2461123,52.55584573054144,9.478208289823845,False,3228223000.0,4288600000.0,2034690000.0,2253910000.0,974313000.0,929651000.0,,376793000.0,-62907000.0,-218909000.0,,False,[],8015726000.0,,,13.003388588881407
3,5280,不動産,50.0,10.0,10.0,30.0,0.0,79.78478747066995,False,False,,False,0.2873692329401502,212.47326208,小型,265.0,583.1,4006.312,27474927000.0,14.892393735334977,4678515000.0,17.03,3017703000.0,7863044000.0,19611882000.0,,4715479000.0,4715479000.0,1665236000.0,15.543999999999999,0.75256246,5.17064,61.92321693440355,9.270958946906008,False,35324938000.0,44312349000.0,16627534000.0,27439632000.0,7885306000.0,3514675000.0,,2796668000.0,-833577000.0,-184031000.0,,False,[],23913617000.0,,,29.784787470669954
4,1662,エネルギー資源,50.0,10.0,10.0,30.0,0.0,88.80096850516935,True,True,実質無借金,False,0.0,5247.13885696,大型,198.0,344.81,2113.315,389082000000.0,19.400484252584675,62013000000.0,15.94,81153000000.0,99157000000.0,289924000000.0,3172000000.0,108614000000.0,108614000000.0,25766000000.0,15.946001,0.97003996,5.9453034,77.42716381210039,8.225439703491478,False,527742000000.0,681598000000.0,124344000000.0,527742000000.0,0.0,118358000000.0,,130766000000.0,-107076000000.0,-38671000000.0,,False,[],325863000000.0,,,38.80096850516935
5,2112,食品,50.0,10.0,10.0,30.0,0.0,56.14263074484945,False,False,,False,0.49629941633070584,149.72278784,小型,735.0,94.6,661.384,32519000000.0,3.071315372424723,2881000000.0,8.86,2136000000.0,6188000000.0,26331000000.0,,3093000000.0,3093000000.0,956000000.0,15.939,0.8225177,5.750529,56.51759904778098,8.109944906904733,False,24867000000.0,29405000000.0,12786000000.0,16619000000.0,8248000000.0,3313000000.0,,3701000000.0,-520000000.0,-2171000000.0,,False,[],31550000000.0,,,6.142630744849446
6,3020,小売,50.0,10.0,10.0,30.0,0.0,70.873911114225,False,True,実質無借金,False,0.03369932432432433,116.6277632,小型,231.99999999999997,788.35,4694.313,47288000000.0,10.436955557112498,2670000000.0,5.65,1767000000.0,10064000000.0,37223000000.0,2670000000.0,2686000000.0,2686000000.0,905000000.0,18.041999999999998,0.9191973,5.4734573,58.67486000297338,15.270855462047553,False,12239000000.0,20179000000.0,8228000000.0,11840000000.0,399000000.0,5971000000.0,,2945000000.0,-604000000.0,-498000000.0,,False,[],42819000000.0,,,20.873911114224995
7,3768,情報通信・サービスその他,50.0,10.0,10.0,30.0,0.0,53.36938787644396,False,True,実質無借金,False,0.0620377850233685,44.50250752,小型,264.0,171.23,795.282,3728251000.0,1.6846939382219797,263992000.0,7.08,-49599000.0,1701291000.0,2026959000.0,,-9912000.0,-9912000.0,20906000.0,22.97,0.7393604,3.4339778,82.46527442192205,2.9554553954208886,False,6252654000.0,7139262000.0,1157090000.0,5887412000.0,365242000.0,1225736000.0,,226009000.0,-1020855000.0,199668000.0,,False,[],3666482000.0,,,3.3693878764439593
8,5445,鉄鋼・非鉄,50.0,10.0,10.0,30.0,0.0,57.47579034628283,False,True,実質無借金,False,0.08507037533512064,554.28902912,中型,457.0,1193.11,7165.995,82593000000.0,3.7378951731414145,14679000000.0,17.77,10853000000.0,23376000000.0,59216000000.0,2301000000.0,15233000000.0,15233000000.0,4396000000.0,17.702,0.9168301,5.506617,73.45501987765702,15.867473786617664,False,64757000000.0,81247000000.0,21536000000.0,59680000000.0,5077000000.0,14171000000.0,,8183000000.0,-5596000000.0,-4762000000.0,,False,[],79617000000.0,,,7.475790346282829
9,9104,運輸・物流,50.0,10.0,10.0,30.0,0.0,68.12849834634795,False,False,,False,0.6757226141366874,16620.33723392,大型,413.0,837.53,7870.372,1775470000000.0,9.06424917317398,150852000000.0,8.5,425492000000.0,317665000000.0,1457805000000.0,,452735000000.0,452735000000.0,26264000000.0,15.837157461525777,0.6148375,5.7777033,53.90102296161522,2.3454858519734736,False,4502112000000.0,4984449000000.0,2260232000000.0,2686669000000.0,1815443000000.0,163290000000.0,,360499000000.0,-450803000000.0,117060000000.0,,False,[],1627912000000.0,,,18.12849834634796
10,3608,素材・化学,50.0,10.0,10.0,30.0,0.0,51.57417478102495,False,True,実質無借金,False,0.015337423312883436,630.63195648,中型,369.0,240.32,1651.959,156606000000.0,0.7870873905124757,1636000000.0,1.04,15230000000.0,83995000000.0,72610000000.0,,23860000000.0,23860000000.0,8652000000.0,19.277,0.6555853,4.506491,76.44287647263015,1.0452624565310649,False,109561000000.0,141159000000.0,32928000000.0,107906000000.0,1655000000.0,46325000000.0,,5717000000.0,28328000000.0,-15135000000.0,,False,[],155383000000.0,,,1.5741747810249513
11,8043,商社・卸売,49.790002,10.0,10.0,29.790001999999998,0.0,62.25084568164391,False,False,,False,0.4796209278478302,754.36589056,中型,333.0,214.79,1552.598,436112000000.0,6.230421840821954,9046000000.0,2.07,12197000000.0,41882000000.0,394230000000.0,,17587000000.0,17587000000.0,5388000000.0,14.895000999999999,0.85018784,6.145538,51.619977198166545,4.822475743682696,False,131306000000.0,171916000000.0,83170000000.0,88743000000.0,42563000000.0,16291000000.0,,-2264000000.0,613000000.0,811000000.0,,False,[],410534000000.0,,,12.460843681643908
12,7236,自動車・輸送機,49.67698438083075,9.695790500000001,9.981193880830752,30.0,0.0,50.40306988496226,False,False,,False,0.4417926388432468,489.07702272,小型,385.0,1213.26,8040.783,159235000000.0,0.3630427520657511,7323000000.0,4.6,4250000000.0,20127000000.0,139108000000.0,2516000000.0,6582000000.0,6582000000.0,2320000000.0,16.150999,1.0608419,7.0306444,49.943581642492255,7.302344796148039,False,70198000000.0,97486000000.0,48744000000.0,48688000000.0,21510000000.0,16926000000.0,,7563000000.0,-6473000000.0,-6947000000.0,,False,[],158659000000.0,,,0.7260855041315022
13,9691,情報通信・サービスその他,49.5228895,9.5228895,10.0,30.0,0.0,89.5228895,False,False,,True,0.4756971146967999,163.03168512,小型,97.0,560.27,4254.068,22486427000.0,23.750157326356142,2179487000.0,9.69,1569534000.0,5351130000.0,17135297000.0,1819135000.0,2224065000.0,2224065000.0,654530000.0,15.145000999999999,1.0954221,8.317418,55.10261009618824,7.5850026006872655,False,20113914000.0,24735870000.0,11105760000.0,13630110000.0,6483804000.0,4294639000.0,,2209488000.0,-768346000.0,-842066000.0,,False,[],18170827000.0,,,40.0
14,7544,小売,49.24763525,9.247635249999998,10.0,30.0,0.0,50.11374856649224,True,True,実質無借金,False,0.0,43.85555456,小型,242.0,50.32,538.527,13915000000.0,0.4330566582461205,1009000000.0,7.25,289000000.0,11094000000.0,2821000000.0,638000000.0,1041000000.0,1041000000.0,366000000.0,19.797,1.075155,11.506359,75.29825933893996,18.345454545454544,False,3850000000.0,5113000000.0,674000000.0,3850000000.0,0.0,4157000000.0,,519000000.0,-40000000.0,-397000000.0,,False,[],13855000000.0,,,0.866113316492241
15,6658,電機・精密,49.123830999999996,9.123831,10.0,30.0,0.0,52.619825173343045,False,False,,False,0.2910244786944696,113.07303936,小型,467.0,121.65,644.978,29337000000.0,1.7479970866715222,2576000000.0,8.78,2075000000.0,5942000000.0,23394000000.0,,2547000000.0,2547000000.0,448000000.0,19.844,1.1752338,6.2309904,51.028066207463766,14.069912609238452,False,12816000000.0,19454000000.0,9401000000.0,9927000000.0,2889000000.0,907000000.0,,2611000000.0,-163000000.0,-3244000000.0,,False,[],28833000000.0,,,3.4959941733430444
16,7196,金融（除く銀行）,49.09044193741414,9.9661325,9.218309437414144,29.906,0.0,65.71964601061923,False,True,実質無借金,False,0.02378033019752068,68.32142848,小型,211.0,112.85,708.203,12157323000.0,8.314602036602539,1303172000.0,10.72,602467000.0,7387374000.0,4769948000.0,,1079474000.0,1079474000.0,477007000.0,14.953,1.0067735,6.3181214,47.65492831224243,11.853334315674962,False,7695897000.0,15774102000.0,8256965000.0,7517137000.0,178760000.0,2989612000.0,,13660000.0,-334067000.0,-401071000.0,,False,[],11224085000.0,,,16.629204073205077
17,3177,小売,49.08923873808491,9.649327,9.43991173808491,30.0,0.0,67.12790125101054,False,True,実質無借金,False,0.5661940059294294,35.07901696,小型,355.0,490.96,3550.955,10608307000.0,9.019331256462817,880257000.0,8.3,503862000.0,6966481000.0,3641826000.0,,777633000.0,777633000.0,204048000.0,16.316,1.0701346,7.7399383,48.31973521425473,13.082020276306716,False,4710128000.0,6223900000.0,2952096000.0,3007372000.0,1702756000.0,1734160000.0,,858028000.0,-620258000.0,124811000.0,,False,[],9730666000.0,,,18.038662512925633
18,1964,建設・資材,49.0777315,9.0777315,10.0,30.0,0.0,89.0777315,False,False,,True,0.19440816182440782,341.96871168,小型,317.0,482.42,3989.181,36247000000.0,23.781716354198682,2736000000.0,7.55,2998000000.0,7590000000.0,28656000000.0,,4222000000.0,4222000000.0,1150000000.0,15.656,1.1844537,9.79437,58.123358502954694,5.660578116687355,False,33834000000.0,48736000000.0,20129000000.0,28327000000.0,5507000000.0,4392000000.0,,-3696000000.0,654000000.0,-2701000000.0,,False,[],29283000000.0,,,40.0
19,1798,建設・資材,48.89557323712527,10.0,8.895573237125268,30.0,0.0,80.83387894232533,False,True,実質無借金,False,0.052507216004106246,146.9953536,小型,178.0,1257.01,8046.53,50266769000.0,15.969152852600029,2293448000.0,4.56,1651794000.0,5109679000.0,45157090000.0,,2368230000.0,2368230000.0,716435000.0,16.906,0.8376282,5.3619304,46.6867197113758,9.568788300309352,False,16777606000.0,34143776000.0,18203167000.0,15940609000.0,836997000.0,9277827000.0,,3075769000.0,-363766000.0,-211868000.0,,False,[],43344948000.0,,,31.938305705200058
20,6246,機械,48.873464750000004,9.23146475,10.0,29.642000000000003,0.0,73.15583359722213,False,True,実質無借金,False,0.10187661305698555,239.00561408,小型,423.00000000000006,204.67,1815.687,21578662000.0,12.14118442361106,3512489000.0,16.28,2390888000.0,4816255000.0,16762407000.0,,3555489000.0,3555489000.0,1164601000.0,14.821000000000002,1.145572,10.162701,60.184627056925756,11.366442255680592,False,21631591000.0,32618946000.0,12987355000.0,19631591000.0,2000000000.0,6896070000.0,,-1532659000.0,-815864000.0,-366848000.0,,False,[],19242406000.0,,,24.28236884722212
21,7213,自動車・輸送機,48.86257862993702,10.0,9.834580629937022,29.027998,0.0,77.49211952763436,False,True,実質無借金,False,0.1729493569723962,69.61972736,小型,302.0,88.55,625.814,25931893000.0,14.314770448848668,3531894000.0,13.62,2255463000.0,8631683000.0,17300210000.0,1203616000.0,3399880000.0,3399880000.0,1144416000.0,14.513999,0.71906346,5.0818744,49.50374188981107,20.86845389185893,False,11847192000.0,20403193000.0,10302849000.0,10100344000.0,1746848000.0,2073769000.0,,1183138000.0,-1556102000.0,-543056000.0,,False,[],22684639000.0,,,28.629540897697336
22,6033,情報通信・サービスその他,48.8559725,8.8559725,10.0,30.0,0.0,70.75622008655228,False,True,実質無借金,False,0.1131262925861937,75.16605952,小型,405.99999999999994,196.14,1142.573,11336259000.0,10.950123793276141,1517847000.0,13.39,1130351000.0,3536438000.0,7799820000.0,,1604250000.0,1604250000.0,453897000.0,18.108,1.2288055,7.1581526,68.47055941350875,16.2474351818578,False,6539450000.0,8580111000.0,2371202000.0,5874850000.0,664600000.0,4605862000.0,,1532053000.0,-364743000.0,-641055000.0,,False,[],10217437000.0,,,21.900247586552283
23,7081,情報通信・サービスその他,48.6793385,8.6793385,10.0,30.0,0.0,54.49567298340159,False,True,実質無借金,False,0.11263347895920509,152.82087936,小型,306.0,158.21,1092.449,31861162000.0,2.9081672417007964,2081898000.0,6.53,1549394000.0,12622825000.0,19238337000.0,,2180365000.0,2180365000.0,630971000.0,18.187,1.2641323,8.728905,60.44094995923695,11.83819431966283,False,12310396000.0,18305796000.0,7241599000.0,11064197000.0,1246199000.0,2104417000.0,,2345389000.0,-2246596000.0,-925315000.0,,False,[],30960771000.0,,,5.816334483401593
24,9753,情報通信・サービスその他,48.679317499999996,8.9893175,10.0,29.69,0.0,58.61010175869284,False,True,実質無借金,False,0.03379913847984199,128.82794496,小型,291.0,154.99,1120.505,22828117000.0,4.965392129346422,1867757000.0,8.18,1326531000.0,4548916000.0,18279200000.0,,1949901000.0,1949901000.0,623369000.0,14.845,1.2021365,8.690883,66.75113886506126,12.572132813458586,False,10399428000.0,15070047000.0,5010619000.0,10059428000.0,340000000.0,6460423000.0,,838184000.0,-30706000.0,-145995000.0,,False,[],21748232000.0,,,9.930784258692844
25,5284,建設・資材,48.657993000000005,8.657993000000001,10.0,30.0,0.0,79.980761826138,False,True,実質無借金,False,0.29158343097209366,152.56123392,小型,409.0,386.76,1985.176,22837611000.0,15.661384413068996,3565808000.0,15.61,2408421000.0,9016954000.0,13820657000.0,,3678925000.0,3678925000.0,1237587000.0,20.874001,1.2684014,6.510497,51.800127009749474,15.63754134191638,False,15962008000.0,23858011000.0,11485347000.0,12358480000.0,3603528000.0,5484345000.0,,2195441000.0,-635147000.0,-1123322000.0,,False,[],19745234000.0,,,31.32276882613799
26,6059,情報通信・サービスその他,48.6176486887806,10.0,8.617648688780596,30.0,0.0,50.44098116759982,False,False,,False,0.8859787271659256,76.07059456,小型,254.99999999999997,110.15,752.715,29105853000.0,0.9116662394096129,208516000.0,0.72,2051278000.0,1792462000.0,27313391000.0,1172369000.0,685467000.0,685467000.0,-1365811000.0,15.692999999999998,0.5207814,3.5587835,45.85294606634179,0.543404829919335,False,26860490000.0,31060604000.0,16818402000.0,14242202000.0,12618288000.0,11616659000.0,,254625000.0,1738941000.0,-1103511000.0,,False,[],28842902000.0,,,1.8233324788192258
27,4465,素材・化学,48.608000000000004,10.0,10.0,28.608,0.0,57.19005405880833,False,True,実質無借金,False,0.13111265165114494,147.80847104,小型,305.0,357.0,2639.089,23714867000.0,4.291027029404166,1925108000.0,8.12,1805495000.0,8634310000.0,15080556000.0,,2604808000.0,2604808000.0,799313000.0,14.304,0.9446441,6.9831934,65.33961258041464,8.073412589527475,False,16691524000.0,22584661000.0,7827931000.0,14756730000.0,1934794000.0,6840350000.0,,1044134000.0,-419744000.0,-945810000.0,,False,[],22739125000.0,,,8.582054058808332
28,8154,商社・卸売,48.532680500000005,9.3786805,10.0,29.154000000000003,0.0,50.405548785617945,False,True,実質無借金,False,0.1828332842007737,1842.02756096,中型,287.0,467.64,3437.805,547779000000.0,0.9364341428089707,23601000000.0,4.31,17083000000.0,71665000000.0,476113000000.0,,23709000000.0,23709000000.0,6988000000.0,14.577000000000002,1.1242639,8.264904,54.37774600796281,8.402905288214559,False,196607000000.0,305671000000.0,139294000000.0,166217000000.0,30390000000.0,80188000000.0,,25047000000.0,-9967000000.0,-7343000000.0,,False,[],542697000000.0,,,1.8728682856179415
29,9343,情報通信・サービスその他,48.49034925,8.490349250000001,10.0,30.0,0.0,74.84615653891396,False,True,実質無借金,False,0.020496500419987164,127.73322752,小型,289.0,43.52,703.283,4625427000.0,13.177903644456974,1155364000.0,24.98,839294000.0,2792269000.0,1833158000.0,881523000.0,1170367000.0,1170367000.0,331073000.0,39.40667481443329,0.9924881,16.038603,66.53704946384902,37.210115938441604,False,2173481000.0,3200964000.0,1071137000.0,2129827000.0,43654000.0,2227851000.0,,1202621000.0,-144877000.0,-62434000.0,,False,[],4086864000.0,,,26.355807288913947
30,8934,不動産,48.488167958759185,9.5433645,8.944803458759187,30.0,0.0,88.48816795875918,False,False,,True,0.9047833405096489,1187.61488384,中型,312.0,340.45,2242.224,103174000000.0,29.18064806931437,21280000000.0,20.63,14163000000.0,32225000000.0,70949000000.0,,20552000000.0,20552000000.0,6402000000.0,18.326999,1.0913271,7.187546,46.83441037627756,7.652867256455309,False,194646000000.0,218190000000.0,112300000000.0,102188000000.0,92458000000.0,44920000000.0,,-4236000000.0,-8809000000.0,9479000000.0,,False,[],79868000000.0,,,40.0
31,6418,機械,48.342,10.0,10.0,28.342,0.0,87.60333692816475,False,True,実質無借金,False,0.33905456784647287,275.02667776,小型,395.0,170.62,1239.569,37815935000.0,19.630668464082376,4910594000.0,12.99,3810465000.0,15341146000.0,22474788000.0,,4798951000.0,4798951000.0,988485000.0,14.171,0.818833,5.9488926,64.85978180595286,8.014251565160468,False,42891289000.0,49385032000.0,17354008000.0,32031024000.0,10860265000.0,17457475000.0,,7637167000.0,-390294000.0,-2789031000.0,,False,[],31610569000.0,,,39.26133692816475
32,7722,電機・精密,48.32938,9.51538,10.0,28.814,0.0,88.32937999999999,False,True,実質無借金,True,0.30380900529023314,127.3308672,小型,370.0,116.71,861.5,13204277000.0,28.95813021275008,1211076000.0,9.17,940376000.0,4899095000.0,8305181000.0,1151954000.0,1411883000.0,1411883000.0,411620000.0,14.407,1.096924,8.0969925,53.8567210439854,5.792918186810811,False,14634303000.0,20840981000.0,9239334000.0,11224269000.0,3410034000.0,7899193000.0,,1033205000.0,-315949000.0,-977824000.0,,False,[],10239197000.0,,,40.0
33,9049,運輸・物流,48.3078974258834,9.7099125,9.737984925883392,28.860000000000003,0.0,54.24722230837877,False,False,,False,0.5683134856775024,141.68971264,小型,28.000000000000004,909.08,6739.019,14459000000.0,2.9696624412476855,2303000000.0,15.93,1736000000.0,2359000000.0,12100000000.0,,2843000000.0,2843000000.0,935000000.0,14.430000000000001,1.0580175,7.843094,49.21395477765018,8.270996870350418,False,19491000000.0,25253000000.0,11598000000.0,12428000000.0,7063000000.0,2164000000.0,,3626000000.0,-2946000000.0,-463000000.0,,False,[],14042000000.0,,,5.939324882495371
34,6307,機械,48.244,10.0,10.0,28.244000000000003,0.0,53.36064853170686,False,True,実質無借金,False,0.07593245820648954,46.24236032,小型,252.0,81.69,609.509,5781584000.0,2.5583242658534258,454983000.0,7.87,346003000.0,1353705000.0,4427879000.0,,502259000.0,502259000.0,156255000.0,14.122000000000002,0.97619563,7.283633,73.05861319651319,6.32862215879454,False,5032503000.0,6402176000.0,1724835000.0,4677341000.0,355162000.0,1084811000.0,,-465975000.0,16142000.0,-135412000.0,,False,[],5637362000.0,,,5.1166485317068515
35,3640,情報通信・サービスその他,48.208006,8.208006000000001,10.0,30.0,0.0,82.8414076248746,False,False,,False,0.30265913345041145,177.31180544,小型,144.0,480.53,2352.034,18740930000.0,17.316700812437308,2517578000.0,13.43,1842221000.0,6490148000.0,12250782000.0,,2523192000.0,2523192000.0,680970000.0,23.003999999999998,1.3583988,6.6489086,59.222113950834334,10.64301378829245,False,16558323000.0,21463555000.0,8752384000.0,12711171000.0,3847152000.0,2551172000.0,,2965975000.0,-930286000.0,-1286002000.0,,False,[],15974648000.0,,,34.633401624874615
36,9247,情報通信・サービスその他,48.18534766957015,9.802882499999999,8.382465169570146,30.0,0.0,88.18534766957015,False,False,,True,0.8295653362493166,818.0801536,中型,294.0,332.13,1648.991,118678000000.0,27.803144518630198,22984000000.0,19.37,12285000000.0,36244000000.0,82434000000.0,,19194000000.0,19194000000.0,6719000000.0,21.652001000000002,1.0394235,5.1606297,45.14739550871044,12.019932611635324,False,133851000000.0,162047000000.0,86623000000.0,73160000000.0,60691000000.0,30383000000.0,,19835000000.0,-12082000000.0,1506000000.0,,False,[],92860000000.0,,,40.0
37,6332,機械,48.14946987695754,8.680901500000001,9.468568376957542,30.0,0.0,72.35139411511221,False,True,実質無借金,False,0.23262661322386874,1167.9739904,中型,270.0,409.74,2350.81,139235000000.0,12.100962119077332,8921000000.0,6.41,6669000000.0,28851000000.0,110384000000.0,9339000000.0,11979000000.0,11979000000.0,3493000000.0,17.682000000000002,1.2638197,7.25094,48.405705130872626,5.444044391362341,False,114707000000.0,192248000000.0,80196000000.0,93059000000.0,21648000000.0,30561000000.0,,18463000000.0,1434000000.0,-20473000000.0,,False,[],124205000000.0,,,24.201924238154664
38,8135,商社・卸売,48.140460128005536,10.0,8.140460128005536,30.0,0.0,61.043437590137685,False,True,実質無借金,False,0.00322979659153381,104.52957184,小型,336.0,148.68,747.899,55309000000.0,6.451488731066074,1075000000.0,1.94,2992000000.0,9582000000.0,45726000000.0,3070000000.0,4225000000.0,4225000000.0,1232000000.0,20.365,0.71400017,3.5916064,44.42138038401661,5.1544626344270155,False,14599000000.0,32759000000.0,18207000000.0,14552000000.0,47000000.0,9078000000.0,,2047000000.0,890000000.0,-383000000.0,,False,[],51957000000.0,,,12.902977462132148
39,5352,建設・資材,48.0993195,8.0993195,10.0,30.0,0.0,49.10706399383999,False,False,,False,0.4394074978681293,1405.98591488,中型,287.0,567.8,3025.064,177921000000.0,0.5038722469199962,14082000000.0,7.91,12535000000.0,35470000000.0,142451000000.0,,18917000000.0,18917000000.0,4934000000.0,20.173,1.3801361,7.3529415,50.779437393749525,7.209654415798135,False,136725000000.0,187058000000.0,85419000000.0,94987000000.0,41738000000.0,8323000000.0,,3144000000.0,-4331000000.0,986000000.0,,False,[],177029000000.0,,,1.0077444938399924
40,7520,小売,48.06154361024268,9.2108195,8.850724110242679,30.0,0.0,59.03833500967977,False,True,実質無借金,False,0.47457374730102003,342.1058048,小型,233.0,396.72,2629.906,137175000000.0,5.488395699718543,6027000000.0,4.39,4131000000.0,39722000000.0,97454000000.0,3304000000.0,5996000000.0,5996000000.0,1865000000.0,16.319,1.1578361,7.6754384,46.552172330728034,10.651098207523352,False,39610000000.0,57703000000.0,30841000000.0,26862000000.0,12748000000.0,13457000000.0,,5266000000.0,-3050000000.0,-1448000000.0,,False,[],130038000000.0,,,10.976791399437086
41,5105,自動車・輸送機,47.9787355,7.978735499999999,10.0,30.0,0.0,52.51290092305431,False,False,,False,0.21596141800267485,6846.71500288,大型,281.0,429.48,3206.288,565358000000.0,2.267082711527156,93981000000.0,16.62,74810000000.0,230763000000.0,334595000000.0,,101583000000.0,101583000000.0,26773000000.0,15.619999000000002,1.3866502,10.352054,65.39009722333692,11.449030203357086,False,574605000000.0,722666000000.0,250114000000.0,472552000000.0,102053000000.0,86636000000.0,,67059000000.0,-15214000000.0,-23077000000.0,,False,[],552825000000.0,,,4.534165423054312
42,7745,電機・精密,47.9257785,7.9257785,10.0,30.0,0.0,64.47972894790573,False,False,,False,0.3179497986325747,624.15839232,中型,217.0,233.22,1610.778,67083000000.0,8.276975223952869,8813000000.0,13.14,6468000000.0,30203000000.0,36880000000.0,,9095000000.0,9095000000.0,2601000000.0,15.626999999999999,1.4148443,9.771889,61.89116730671691,10.960079592090537,False,56287000000.0,69005000000.0,26211000000.0,42708000000.0,13579000000.0,13346000000.0,,6578000000.0,-2005000000.0,-5440000000.0,,False,[],61955000000.0,,,16.553950447905738
43,8093,商社・卸売,47.903998,10.0,10.0,27.903998,0.0,87.903998,False,True,実質無借金,True,0.26043263498552205,231.17766656,小型,388.0,301.72,2445.932,52982000000.0,21.35135135135135,2042000000.0,3.85,3717000000.0,10931000000.0,42050000000.0,4322000000.0,4580000000.0,4580000000.0,860000000.0,13.951999,0.782115,6.3403153,50.60334425099121,3.863243243243243,False,37000000000.0,58010000000.0,28655000000.0,29355000000.0,7645000000.0,8834000000.0,,-798000000.0,245000000.0,1120000000.0,,False,[],43660000000.0,,,40.0
44,2924,食品,47.791551999999996,7.791552,10.0,30.0,0.0,56.394580200628496,False,True,実質無借金,False,0.19087731875616096,171.63314176,小型,332.0,256.72,1460.786,25557000000.0,4.301514100314248,3001000000.0,11.74,2102000000.0,6069000000.0,19488000000.0,897000000.0,3028000000.0,3028000000.0,925000000.0,18.712,1.4416896,8.20349,66.62487312675384,15.80781097148017,False,13289000000.0,16749000000.0,5590000000.0,11159000000.0,2130000000.0,4055000000.0,,4031000000.0,-1869000000.0,-1281000000.0,,False,[],24503000000.0,,,8.603028200628495
45,6543,情報通信・サービスその他,47.757819,7.7578190000000005,10.0,30.0,0.0,59.58615755472972,False,True,実質無借金,False,0.09071243556871696,48.41614848,小型,254.0,86.81,1033.104,5533651000.0,5.914169277364864,393459000.0,7.11,248661000.0,1395012000.0,4138638000.0,,383192000.0,383192000.0,134530000.0,19.594998999999998,1.2215614,14.537496,70.30158391716141,7.349875590159508,False,3747292000.0,4886998000.0,1451361000.0,3435637000.0,311655000.0,1739571000.0,,555741000.0,-105822000.0,-199809000.0,,False,[],5224656000.0,,,11.828338554729728
46,9344,情報通信・サービスその他,47.740555,7.7405550000000005,10.0,30.0,0.0,87.740555,False,True,実質無借金,True,0.11010830324909747,45.65382144,小型,379.0,93.13,634.346,5271000000.0,29.127878490935817,211000000.0,4.0,321000000.0,2857000000.0,2414000000.0,,392000000.0,392000000.0,70000000.0,17.247999,1.451889,9.889402,73.62126245847176,4.002710027100271,False,3690000000.0,4515000000.0,1191000000.0,3324000000.0,366000000.0,2999000000.0,,-183000000.0,-139000000.0,298000000.0,,False,[],4082000000.0,,,40.0
47,9163,情報通信・サービスその他,47.73116950000001,7.8331695,10.0,29.898000000000003,0.0,71.33553003295897,False,False,,False,0.38789551162397823,207.53381376,小型,488.0,237.62,1654.846,24158934000.0,11.802180266479482,2827491000.0,11.7,2086906000.0,6237644000.0,17921289000.0,48039000.0,2758817000.0,2758817000.0,671911000.0,14.949000000000002,1.4333661,9.982325,58.94762924218544,9.849418495547479,False,20095031000.0,24562104000.0,10083326000.0,14478778000.0,5616253000.0,4822364000.0,,2298494000.0,-197639000.0,-1923208000.0,,False,[],21608643000.0,,,23.604360532958964
48,7849,情報通信・サービスその他,47.622454,7.966454,10.0,29.656,0.0,53.36523309021457,True,True,実質無借金,False,0.0,145.90415872,小型,423.00000000000006,395.77,2701.34,8581520000.0,2.871389545107288,2338260000.0,27.25,1826592000.0,4744691000.0,3836829000.0,,2529644000.0,2529644000.0,703051000.0,14.828,1.4067092,9.601537,81.51796764331866,16.75857294185608,False,9766834000.0,11981204000.0,2214370000.0,9766834000.0,0.0,6219450000.0,,1686114000.0,33706000.0,-344943000.0,,False,[],8341989000.0,,,5.742779090214576
49,4404,食品,47.55820244088062,10.0,7.558202440880622,30.0,0.0,50.39268569004486,False,False,,False,0.6356399265156154,263.19300608,小型,271.0,898.87,3971.088,57033000000.0,1.4172416245821182,2962000000.0,5.19,2819000000.0,11627000000.0,45405000000.0,,3659000000.0,3659000000.0,847000000.0,25.943002,0.649696,2.8702705,42.67460732264187,4.085597745768389,False,50749000000.0,72706000000.0,41640000000.0,31027000000.0,19722000000.0,7071000000.0,,3283000000.0,-2516000000.0,196000000.0,,False,[],56236000000.0,,,2.8344832491642364
