rank,ticker,growth_rank_score,score_growth,score_profit,penalty,total_score,debt_free_flag,net_cash_status,debt_to_equity_ratio,revenue,revenue_growth_rate,operating_income,net_income,roe,pbr,per,equity_ratio,roic,roic_using_total_assets,invested_capital,total_assets,equity,total_debt,cash,missing_critical,missing_items,revenue_previous,long_term_debt,short_term_debt,is_debt_free,score_value,score_safety
1,3489,70.0,40.0,30.0,0.0,79.17053364912857,False,,1.6354760404063573,29915894000.0,34.245246327841464,4519033000.0,2769383000.0,39.169,2.7506666,7.967754,32.51160094738573,12.291336627344494,False,25736201000.0,30036340000.0,9765295000.0,15970906000.0,8838769000.0,False,[],22284509000.0,,,False,5.0,4.1705336491285765
2,6184,70.0,40.0,30.0,0.0,80.77980625000001,False,実質無借金,0.018260496506200975,7061312000.0,20.503412718836884,910917000.0,687402000.0,27.223999999999997,6.36518,26.880775,68.5307745797692,16.97119478036975,False,3757201000.0,5384184000.0,3689823000.0,67378000.0,2085473000.0,False,[],5859844000.0,,,False,0.77980625,10.0
3,4058,70.0,40.0,30.0,0.0,80.316246,True,実質無借金,0.0,3146000000.0,29.244188530543695,1162000000.0,841000000.0,27.646285338593028,7.724018,28.735016,65.23697190649797,26.738987508218276,False,3042000000.0,4663000000.0,3042000000.0,0.0,4196000000.0,False,[],2434152000.0,,,True,0.3162459999999996,10.0
4,5591,70.0,40.0,30.0,0.0,78.26628552836459,False,実質無借金,0.7396944948633081,1241485000.0,33.55231947090482,189354000.0,116012000.0,20.99411320809348,11.47862,46.296295,44.79885658509377,13.787773978694387,False,961343000.0,1233498000.0,552593000.0,408750000.0,566333000.0,False,[],929587000.0,,,False,0.0,8.266285528364591
5,4377,70.0,40.0,30.0,0.0,80.0,False,実質無借金,0.026190357264197273,5401367000.0,36.04457808141064,1296146000.0,923371000.0,30.756,9.126819,76.34125,70.53611762362547,21.86249815965585,False,4150039000.0,5733406000.0,4044122000.0,105917000.0,4309661000.0,False,[],3970292000.0,,,False,0.0,10.0
6,4439,70.0,40.0,30.0,0.0,84.11722375,False,実質無借金,0.15529448603328408,29070434000.0,21.539073936253182,3292660000.0,2432598000.0,27.204,3.4505322,13.531105,59.0806266951255,20.36194126204419,False,11319461000.0,16583949000.0,9797901000.0,1521560000.0,7884265000.0,False,[],23918591000.0,,,False,4.11722375,10.0
7,6525,70.0,40.0,30.0,0.0,80.0,False,,0.30679825455731824,238933000000.0,32.125438237538575,51320000000.0,36004000000.0,17.130000000000003,7.172106,44.71772,57.441026962449335,14.013543877168894,False,256352000000.0,341512000000.0,196168000000.0,60184000000.0,44755000000.0,False,[],180838000000.0,,,False,0.0,10.0
8,3962,70.0,40.0,30.0,0.0,82.16599402672806,False,,0.8355068599408543,46387000000.0,25.322850813205815,12553000000.0,7532000000.0,15.534,1.8127449,10.905473,39.36826033018418,11.604421436306488,False,75722000000.0,104790000000.0,41254000000.0,34468000000.0,30185000000.0,False,[],37014000000.0,,,False,5.70990725,6.456086776728059
9,6254,70.0,40.0,30.0,0.0,78.40780494274583,False,,1.437384121341979,96359952000.0,31.96109430038167,15372162000.0,10199642000.0,35.914,3.706434,11.961563,31.69458707823749,11.927344654717906,False,90217175000.0,116783140000.0,37013934000.0,53203241000.0,17330150000.0,False,[],73021486000.0,,,False,4.5096092500000005,3.89819569274583
10,3558,70.0,40.0,30.0,0.0,81.86612376450955,False,実質無借金,0.12891826427258507,19231316000.0,43.98825411775981,1535039000.0,565050000.0,17.997,2.6372654,16.129635,45.195597543528685,17.3737071105082,False,6184790000.0,12121778000.0,5478510000.0,706280000.0,2993436000.0,False,[],13356170000.0,,,False,3.4675912499999995,8.398532514509562
11,6195,70.0,40.0,30.0,0.0,84.636011,False,実質無借金,0.12091431716555794,3140691000.0,22.985950967596416,291628000.0,358008000.0,35.044998,3.5743785,11.455956,53.85590190874881,15.760645250449915,False,1295249000.0,2145594000.0,1155529000.0,139720000.0,977609000.0,False,[],2553699000.0,,,False,4.636011,10.0
12,4258,70.0,40.0,30.0,0.0,76.45718995526207,False,実質無借金,0.5002417843733657,4767519000.0,33.94774387101958,526392000.0,384900000.0,28.798000000000002,10.112527,50.503384,39.371569865786185,11.519818121166892,False,3198613000.0,5415240000.0,2132065000.0,1066548000.0,3579003000.0,False,[],3559238000.0,,,False,0.0,6.457189955262062
13,4386,70.0,40.0,30.0,0.0,82.08392454002438,False,実質無借金,0.6571841294848924,8769202000.0,26.96455715959218,583754000.0,480567000.0,20.165001,2.0992799,11.19813,42.15037112007315,10.059082627797169,False,4062277000.0,5815638000.0,2451313000.0,1610964000.0,2207245000.0,False,[],6906811000.0,,,False,4.7004675,7.383457040024384
14,2991,70.0,40.0,30.0,0.0,82.39750753994173,False,,1.469023538227034,77790938000.0,22.221296814383283,2785755000.0,1840334000.0,23.724999999999998,1.3665819,6.605114,32.691251119825196,8.896475824385586,False,21919112000.0,27156024000.0,8877644000.0,13041468000.0,3935970000.0,False,[],63647613000.0,,,False,8.1670905,4.230417039941732
15,6560,70.0,40.0,30.0,0.0,81.69435691185026,False,実質無借金,0.8505369274600044,16592000000.0,35.53340957359909,1108000000.0,973000000.0,16.714000000000002,1.9461461,10.9920435,40.01929486055078,9.185220274751304,False,8444000000.0,11402000000.0,4563000000.0,3881000000.0,5447000000.0,False,[],12242000000.0,,,False,5.021258625,6.67309828685026
16,2970,70.0,40.0,30.0,0.0,75.86167519245666,False,,2.432388475836431,17126000000.0,49.76825535636205,1544000000.0,1000000000.0,29.631999999999998,2.5742364,10.059968,22.63000157737,7.316049549854464,False,14773000000.0,19019000000.0,4304000000.0,10469000000.0,5272000000.0,False,[],11435000000.0,,,False,4.9850080000000005,0.8766671924566664
17,4440,70.0,40.0,30.0,0.0,83.68325975,False,実質無借金,0.00022368751703316734,4856610000.0,39.65567811914101,1806331000.0,424218000.0,18.745,2.2129972,15.266961,69.38345707347224,44.74277442124953,False,2826002000.0,4072109000.0,2825370000.0,632000.0,2149108000.0,False,[],3477560000.0,,,False,3.68325975,10.0
18,3135,70.0,40.0,30.0,0.0,73.46119125,False,,2.640007041293781,19008339000.0,24.582619946483124,298760000.0,-476300000.0,32.638,6.0742826,16.155235,16.473581222826457,6.52497785559822,False,3205099000.0,5345043000.0,880520000.0,2324579000.0,1486785000.0,False,[],15257617000.0,,,False,3.4611912499999997,0.0
19,7148,70.0,40.0,30.0,0.0,83.32659346087853,False,,0.9464248159831756,129764000000.0,20.395988161178686,25418000000.0,18156000000.0,32.843,2.9760115,9.382808,44.97978038263557,16.020276779845673,False,111063000000.0,126857000000.0,57060000000.0,54003000000.0,14321000000.0,False,[],107781000000.0,,,False,5.0,8.326593460878522
20,3299,70.0,40.0,30.0,0.0,83.56369652796857,False,,1.5219329696024941,62187000000.0,20.424089852827265,9623000000.0,6086000000.0,17.799999,1.3976531,7.3100386,36.65588608390569,8.327378818409958,False,80891000000.0,87503000000.0,32075000000.0,48816000000.0,22016000000.0,False,[],51640000000.0,,,False,8.0117345,5.551962027968565
21,5248,70.0,40.0,30.0,0.0,71.817315,False,,5.857865351847153,13900280000.0,94.9675539849373,1738782000.0,265947000.0,19.613001,7.492897,22.73074,6.695675218764681,13.987976394097352,False,8701383000.0,18949814000.0,1268818000.0,7432565000.0,2358658000.0,False,[],7129535000.0,,,False,1.817315,0.0
22,2983,70.0,40.0,30.0,0.0,75.0,False,,2.9380142930958484,40185916000.0,25.303940487581954,2163157000.0,1436779000.0,35.432,2.2884707,8.561741,19.63056361276284,6.7878527905369825,False,22307642000.0,28856497000.0,5664693000.0,16642949000.0,5357294000.0,False,[],32070752000.0,,,False,5.0,0.0
23,5578,70.0,40.0,30.0,0.0,74.1600314478593,False,実質無借金,0.7210266179029597,14152706000.0,27.160275860780104,829272000.0,445412000.0,28.108,5.61601,28.568165,31.406218093577927,15.880208993024903,False,3655433000.0,6762941000.0,2123984000.0,1531449000.0,2912067000.0,False,[],11129817000.0,,,False,0.3579587499999999,3.802072697859309
24,3762,70.0,40.0,30.0,0.0,73.24471761765865,False,実質無借金,0.23145132863052134,64882255000.0,21.722734440710322,6668299000.0,4060857000.0,16.490999000000002,3.6382797,20.965118,22.957991352975966,15.658528752017947,False,29810012000.0,105441363000.0,24207219000.0,5602793000.0,27325233000.0,False,[],53303317000.0,,,False,2.2587205,0.9859971176586555
25,6777,70.0,40.0,30.0,0.0,81.9071225,False,実質無借金,0.1268239390971061,24026716000.0,27.34186158120001,7429087000.0,5067844000.0,25.419999999999998,5.3098793,22.37151,72.57066180591141,21.5373132906648,False,24145820000.0,29527373000.0,21428210000.0,2717610000.0,12539970000.0,False,[],18867885000.0,,,False,1.9071224999999998,10.0
26,5137,70.0,40.0,30.0,0.0,79.29494202472998,False,実質無借金,0.5034908185018614,2878647000.0,32.45968549045773,390202000.0,453638000.0,47.138000000000005,13.085579,34.246574,47.88482607418991,15.846630650199344,False,1723656000.0,2394153000.0,1146436000.0,577220000.0,858015000.0,False,[],2173225000.0,,,False,0.0,9.29494202472997
27,6146,70.0,40.0,30.0,0.0,80.0,True,実質無借金,0.0,393313000000.0,27.88420895192389,166834000000.0,123891000000.0,25.163094696477316,13.587685,58.479282,75.27316702518166,23.719574613284806,False,492352000000.0,654087000000.0,492352000000.0,0.0,229167000000.0,False,[],307554000000.0,,,True,0.0,10.0
28,7033,70.0,40.0,30.0,0.0,84.1755185,False,実質無借金,0.15469945943658645,16931288000.0,41.09320834964921,2207591000.0,1620788000.0,38.53022093945685,3.8784976,13.297926,59.813713877825535,31.814344471377638,False,4857286000.0,7032730000.0,4206537000.0,650749000.0,2640389000.0,False,[],12000073000.0,,,False,4.1755185,10.0
29,3964,70.0,40.0,30.0,0.0,83.027835,True,実質無借金,0.0,55910315000.0,29.111264810099787,7005060000.0,4485496000.0,22.271,3.9563472,17.88866,58.80695689017341,18.933348273438995,False,25898969000.0,44040655000.0,25898969000.0,0.0,16980692000.0,False,[],43303979000.0,,,True,3.0278349999999996,10.0
30,5599,70.0,40.0,30.0,0.0,85.0,True,実質無借金,0.0,1942927000.0,20.62220550127456,420504000.0,309111000.0,18.406,6.237118,0.7420058,74.06076200500867,14.689253018541667,False,2003865000.0,2705704000.0,2003865000.0,0.0,1997944000.0,False,[],1610754000.0,,,False,5.0,10.0
31,6574,70.0,40.0,30.0,0.0,80.0,False,実質無借金,0.40450434067267377,3240603000.0,25.182011292870243,134698000.0,77838000.0,19.715,4.5698924,34.897358,55.092828899191446,3.851217997941412,False,2448280000.0,3164047000.0,1743163000.0,705117000.0,806173000.0,False,[],2588713000.0,,,False,0.0,10.0
32,4431,70.0,40.0,30.0,0.0,80.0,False,実質無借金,0.013042906074250916,11066132000.0,31.96745191491838,2375385000.0,1639394000.0,22.948,6.713722,32.05114,71.84823731518789,21.408122283459914,False,7767003000.0,10671108000.0,7667003000.0,100000000.0,5912615000.0,False,[],8385501000.0,,,False,0.0,10.0
33,4475,70.0,40.0,30.0,0.0,75.51758088174569,False,実質無借金,0.03804953070550332,10923564000.0,30.593595732847728,1793451000.0,1358412000.0,38.131002,10.234887,29.588459,36.244086895237054,31.061959843133373,False,4041650000.0,10742453000.0,3893504000.0,148146000.0,7319041000.0,False,[],8364548000.0,,,False,0.10288524999999993,5.414695631745684
34,4374,70.0,40.0,30.0,0.0,71.561966,True,実質無借金,0.0,2762014000.0,24.76861231534949,479696000.0,320759000.0,42.742999999999995,8.177484,23.752136,17.34600969463768,29.297888342695405,False,1146114000.0,6607364000.0,1146114000.0,0.0,3883828000.0,False,[],2213709000.0,,,False,1.561966,0.0
35,3923,70.0,40.0,30.0,0.0,80.0,False,実質無借金,0.009828457023251582,48904000000.0,27.327640074984377,10193000000.0,8003000000.0,51.931000000000004,13.926164,31.947172,69.42882416124344,32.15022754922723,False,22193000000.0,31654000000.0,21977000000.0,216000000.0,11368000000.0,False,[],38408000000.0,,,False,0.0,10.0
36,5138,70.0,40.0,30.0,0.0,83.65942025,True,実質無借金,0.0,1926885000.0,29.314197895415013,487066000.0,362919000.0,23.021999,3.320867,15.362319,70.34569540946627,24.701681935584364,False,1380255000.0,1962103000.0,1380255000.0,0.0,1541583000.0,False,[],1490080000.0,,,False,3.65942025,10.0
37,2998,70.0,40.0,30.0,0.0,70.517146,False,実質無借金,0.9027415845385895,41823444000.0,98.73394756801895,1968260000.0,1351394000.0,21.991,5.367259,27.931416,9.962387266641807,13.730270699540423,False,10034631000.0,52936860000.0,5273775000.0,4760856000.0,15699531000.0,False,[],21044942000.0,,,False,0.5171460000000003,0.0
38,5532,70.0,40.0,30.0,0.0,70.47744075,False,,4.159370761360375,9791998000.0,23.193247116494888,1043180000.0,559220000.0,18.443,4.6281943,28.090237,15.761336658275308,4.222868860128551,False,17292178000.0,21264732000.0,3351606000.0,13940572000.0,947147000.0,False,[],7948486000.0,,,False,0.4774407500000004,0.0
39,4495,70.0,40.0,30.0,0.0,81.2654095,True,実質無借金,0.0,3749791000.0,27.15108391320285,905079000.0,558635000.0,23.936,5.1152477,24.938362,57.86343356279744,24.667199031931013,False,2568412000.0,4438748000.0,2568412000.0,0.0,2225498000.0,False,[],2949083000.0,,,True,1.2654094999999996,10.0
40,7187,70.0,40.0,30.0,0.0,80.70677732166638,False,,0.39796855391090136,17267928000.0,30.610628412347367,3102498000.0,2089102000.0,39.611000000000004,3.8384986,10.938694,37.82435246499914,26.257242433423777,False,8271046000.0,15641973000.0,5916475000.0,2354571000.0,2351163000.0,False,[],13220921000.0,,,False,4.7653265000000005,5.941450821666379
41,3687,70.0,40.0,30.0,0.0,80.9897995,False,実質無借金,0.005720017648926763,9617686000.0,20.29015161956754,2578203000.0,1945356000.0,26.009999999999998,6.1400557,26.040802,83.55111594445881,21.757766372105188,False,8294703000.0,9871235000.0,8247527000.0,47176000.0,5178150000.0,False,[],7995406000.0,,,False,0.9897995000000002,10.0
42,4261,70.0,40.0,30.0,0.0,82.180987,False,実質無借金,0.10578671534670614,4061428000.0,29.352626638991964,458783000.0,295397000.0,15.393,3.2505822,21.276052,61.09014104784081,17.196602533106937,False,1867509000.0,2764523000.0,1688851000.0,178658000.0,1520790000.0,False,[],3139811000.0,,,False,2.180987,10.0
43,3692,70.0,40.0,30.0,0.0,80.0,False,実質無借金,0.0037028099691534095,3039446000.0,24.215988857756578,817003000.0,687022000.0,44.766,22.798048,61.34844,64.69700452838644,20.430255529080586,False,2799290000.0,4310807000.0,2788963000.0,10327000.0,2162980000.0,False,[],2446904000.0,,,False,0.0,10.0
44,3661,70.0,40.0,30.0,0.0,75.26568203447589,True,実質無借金,0.0,25782000000.0,38.80693442446431,4066000000.0,1664000000.0,33.433997999999995,7.238515,24.097067,31.369846353427654,36.78211424140605,False,7738000000.0,24667000000.0,7738000000.0,0.0,12327000000.0,False,[],18574000000.0,,,True,1.4757332500000002,3.7899487844758846
45,5588,70.0,40.0,30.0,0.0,80.868126,True,実質無借金,0.0,1707072000.0,38.51685298439702,181754000.0,465191000.0,35.36,7.063736,26.527496,57.18403412853746,9.140506009000568,False,1391912000.0,2434092000.0,1391912000.0,0.0,1603250000.0,False,[],1232393000.0,,,False,0.8681260000000002,10.0
46,5253,70.0,40.0,30.0,0.0,82.13537825,True,実質無借金,0.0,43401000000.0,43.873897765696476,8002000000.0,5559000000.0,33.703998,6.0362244,21.458487,51.25529340592861,33.05635880790794,False,16945000000.0,33060000000.0,16945000000.0,0.0,11498000000.0,False,[],30166000000.0,,,True,2.1353782499999996,10.0
47,5838,70.0,40.0,30.0,0.0,72.5298225,False,実質無借金,9.162329111578725,123549000000.0,32.25678684593646,71523000000.0,50779000000.0,18.756999999999998,3.6774998,19.88071,2.049300955837349,1.630019570223438,False,3071503000000.0,14748639000000.0,302244000000.0,2769259000000.0,4241858000000.0,False,[],93416000000.0,,,False,2.5298225,0.0
48,7059,70.0,40.0,30.0,0.0,82.2386455,True,実質無借金,0.0,30015113000.0,24.553345252066347,2763955000.0,1820790000.0,24.076,4.7550173,21.045418,64.33054190628987,23.03310366124929,False,8399947000.0,13057479000.0,8399947000.0,0.0,6190871000.0,False,[],24098199000.0,,,False,2.2386454999999996,10.0
49,7133,70.0,40.0,30.0,0.0,78.1477955847996,False,,1.1153605179565407,9984799000.0,20.504177421443515,1051676000.0,719030000.0,30.31602398534098,3.6120677,15.590838,33.636515254398816,14.673064956487458,False,5017174000.0,7051212000.0,2371782000.0,2645392000.0,565926000.0,False,[],8285853000.0,,,False,3.6022905,4.545505084799605
50,4369,70.0,40.0,30.0,0.0,82.71064625,False,実質無借金,0.056291593150406126,18905888000.0,68.1077311430531,5256445000.0,4961998000.0,17.899,3.167819,19.157415,85.50016310914063,11.02779210715258,False,33365804000.0,36944588000.0,31587683000.0,1778121000.0,9439328000.0,False,[],11246293000.0,,,False,2.71064625,10.0
51,3916,70.0,40.0,30.0,0.0,82.79192125,False,実質無借金,0.0031092054530756485,24159035000.0,21.473947121726784,3013992000.0,2178368000.0,29.820999999999998,5.10638,18.832315,71.62376558429587,26.053592646589202,False,8097902000.0,11271122000.0,8072802000.0,25100000.0,5354155000.0,False,[],19888244000.0,,,False,2.7919212499999997,10.0
52,1801,70.0,40.0,30.0,0.0,77.87592704619553,False,,0.36707850951525534,2154223000000.0,22.050704155129992,120161000000.0,123824000000.0,15.679000000000002,3.0266304,19.379845,35.66266488858659,7.103231271117521,False,1184147000000.0,2428837000000.0,866188000000.0,317959000000.0,240689000000.0,False,[],1765023000000.0,,,False,2.65503875,5.22088829619553
53,5537,70.0,40.0,30.0,0.0,75.5975726417282,False,実質無借金,1.2875461053982034,5440231000.0,81.63964891615149,552984000.0,378207000.0,44.306,31.885933,26.808294,34.398938425184596,18.58668000887346,False,2082614000.0,2646634000.0,910414000.0,1172200000.0,1415541000.0,False,[],2995068000.0,,,False,0.7979265,4.799646141728199
54,3034,70.0,40.0,30.0,0.0,82.78459527308942,False,,0.7190049368019327,263972000000.0,46.608757470064205,13465000000.0,5164000000.0,16.287,1.4645301,10.604697,35.7752600692683,9.598953082195269,False,98193000000.0,159669000000.0,57122000000.0,41071000000.0,26727000000.0,False,[],180052000000.0,,,False,7.52617525,5.258420023089433
55,5892,70.0,40.0,30.0,0.0,70.0,False,,2.8938662140414597,8306109000.0,92.26352024654591,671476000.0,423973000.0,40.56529035690161,11.61592,34.8423,15.91888688025537,11.549518996511061,False,4069721000.0,6565547000.0,1045162000.0,3024559000.0,983419000.0,False,[],4320169000.0,,,False,0.0,0.0
56,4371,70.0,40.0,30.0,0.0,83.768745,False,実質無借金,0.2161409279984744,19166906000.0,20.385307732408787,2007379000.0,1439468000.0,29.752000000000002,3.9808137,14.92502,52.37735417481867,27.542691049306008,False,5101772000.0,8009282000.0,4195050000.0,906722000.0,2195129000.0,False,[],15921300000.0,,,False,3.768745,10.0
57,5587,70.0,40.0,30.0,0.0,83.41489,False,実質無借金,0.17958299844112224,3006963000.0,28.849871127118153,296720000.0,202771000.0,15.379000000000001,2.272965,16.34044,52.465539728220556,12.403578515767528,False,1674549000.0,2705797000.0,1419611000.0,254938000.0,920874000.0,False,[],2333695000.0,,,False,3.4148899999999998,10.0
58,7075,70.0,40.0,30.0,0.0,78.31280860084148,False,,1.201496113726326,10548294000.0,26.17055875086495,610645000.0,372226000.0,29.115999999999996,3.1362298,12.886598,32.10337430252444,11.960291802675044,False,3573922000.0,5056808000.0,1623406000.0,1950516000.0,1681223000.0,False,[],8360345000.0,,,False,4.2783505,4.034458100841481
59,6532,70.0,40.0,30.0,0.0,81.532421,False,実質無借金,0.08561349985699304,116056000000.0,23.583469103067863,42615000000.0,30760000000.0,32.58440058897681,7.868709,23.870316,75.72373962218745,29.107754456836744,False,102483000000.0,124665000000.0,94401000000.0,8082000000.0,60552000000.0,False,[],93909000000.0,,,False,1.5324210000000003,10.0
60,5885,70.0,40.0,30.0,0.0,80.93812125,False,実質無借金,0.0012496866140821168,6630931000.0,49.96542007038113,839910000.0,536804000.0,21.959,5.1888056,26.247515,61.88262001289766,20.589785461563544,False,2855479000.0,4608588000.0,2851915000.0,3564000.0,3334112000.0,False,[],4421640000.0,,,False,0.93812125,10.0
61,3452,70.0,40.0,30.0,0.0,81.61189248213239,False,,1.9454040890298465,30933000000.0,31.573798383666524,6340000000.0,3941000000.0,18.58,1.4130638,6.1767263,31.031634446397188,8.533466648720363,False,52007000000.0,56900000000.0,17657000000.0,34350000000.0,12273000000.0,False,[],23510000000.0,,,False,7.934681,3.6772114821323965
62,5134,70.0,40.0,30.0,0.0,84.642994875,False,実質無借金,0.2581377377869998,1071086000.0,29.170852422995146,73242000.0,83661000.0,17.272000000000002,2.672676,11.4280205,67.56950639136546,5.633238584235318,False,910123000.0,1070585000.0,723389000.0,186734000.0,705960000.0,False,[],829201000.0,,,False,4.642994874999999,10.0
63,3496,70.0,40.0,30.0,0.0,80.0,False,実質無借金,0.010607038206927766,13479945000.0,27.873634910175994,2613460000.0,1831836000.0,34.638000000000005,8.75556,32.1537,76.75876709083659,26.514972430934574,False,6899581000.0,8894313000.0,6827165000.0,72416000.0,5737103000.0,False,[],10541614000.0,,,False,0.0,10.0
64,5842,70.0,40.0,30.0,0.0,85.021678,False,実質無借金,0.05921143967791198,21821000000.0,163.15726000964784,26015000000.0,18106000000.0,22.805001,1.9956644,8.312562,72.8956356736243,29.835670751687527,False,61036000000.0,79050000000.0,57624000000.0,3412000000.0,22137000000.0,False,[],8292000000.0,,,False,5.0216780000000005,10.0
65,5575,70.0,40.0,30.0,0.0,81.01159372669885,False,実質無借金,0.11953002692022831,1637523000.0,27.06151009804743,411481000.0,281636000.0,29.67,3.3076074,12.885526,40.19892568009656,28.526082689349934,False,1009731000.0,2243652000.0,901924000.0,107807000.0,1151883000.0,False,[],1288764000.0,,,False,4.2786185,6.732975226698852
66,5803,70.0,40.0,30.0,0.0,79.692503294966,False,実質無借金,0.4009040623911027,979375000000.0,22.458612583775135,135519000000.0,91123000000.0,30.846,10.611075,38.168022,49.077509884898,16.617612023963844,False,570860000000.0,830307000000.0,407494000000.0,163366000000.0,184991000000.0,False,[],799760000000.0,,,False,0.0,9.692503294966
67,3498,70.0,40.0,30.0,0.0,78.8186286232671,False,,1.5496141032815038,65685513000.0,76.18306534145277,8537302000.0,5020003000.0,23.697,2.654828,14.5348835,34.857048494801276,8.671153643855254,False,68919450000.0,77549096000.0,27031326000.0,41888124000.0,11064491000.0,False,[],37282535000.0,,,False,3.8662791249999997,4.952349498267092
68,4820,70.0,40.0,30.0,0.0,83.0119375,False,実質無借金,0.06989168973723833,24837000000.0,22.019159911569638,4473000000.0,2425000000.0,16.634001,2.6855872,17.95225,65.01310429757807,14.214181950245141,False,22028000000.0,31669000000.0,20589000000.0,1439000000.0,11884000000.0,False,[],20355000000.0,,,False,3.0119375,10.0
69,4270,70.0,40.0,30.0,0.0,85.36652693555803,False,実質無借金,0.0772428027087506,9255650000.0,20.202185227455132,656652000.0,499366000.0,15.969,1.7945257,12.453453,49.857556056674106,16.47964067605561,False,2789238000.0,5193271000.0,2589238000.0,200000000.0,2337341000.0,False,[],7700068000.0,,,False,5.41400825,9.952518685558035
70,6031,70.0,40.0,30.0,0.0,77.46021676458561,False,実質無借金,0.9135600149240676,2358189000.0,35.54773449947923,383343000.0,184341000.0,16.45405225922891,8.190785,36.7713,42.38065029375683,12.516831993521885,False,2143834000.0,2643513000.0,1120338000.0,1023496000.0,1144385000.0,False,[],1739748000.0,,,False,0.0,7.46021676458561
71,5621,70.0,40.0,30.0,0.0,80.70676,True,実質無借金,0.0,6055111000.0,20.261495934223035,930975000.0,655353000.0,16.478,3.7315683,27.17296,75.26402999569616,14.706088104854043,False,4431379000.0,5887778000.0,4431379000.0,0.0,3974081000.0,False,[],5034954000.0,,,False,0.70676,10.0
72,4396,70.0,40.0,30.0,0.0,80.35157391986161,False,実質無借金,0.33017908994450607,26938147000.0,22.28004419452126,2218650000.0,1457638000.0,28.643998999999997,4.975867,20.746712,44.11475575958484,19.420358467364075,False,7997046000.0,13628109000.0,6012007000.0,1985039000.0,5844937000.0,False,[],22029880000.0,,,False,2.3133220000000003,8.038251919861613
73,5592,70.0,40.0,30.0,0.0,83.6832485,False,実質無借金,0.007545290673819599,11199409000.0,28.4120892602844,1953959000.0,2034965000.0,38.586,3.2873511,15.267006,69.52426302262002,16.06106786149052,False,8516067000.0,12157327000.0,8452292000.0,63775000.0,2104095000.0,False,[],8721460000.0,,,False,3.6832485,10.0
74,4417,70.0,40.0,30.0,0.0,75.93968645979926,False,,0.6268249565024494,8801647000.0,25.68500862708968,1615034000.0,1010077000.0,32.806328475443735,11.868219,70.91481,37.81905937939779,22.57054419321337,False,5008846000.0,8141157000.0,3078909000.0,1929937000.0,1385388000.0,False,[],7002941000.0,,,False,0.0,5.9396864597992645
75,4288,70.0,40.0,30.0,-40.0,38.000750888771464,False,実質無借金,1.1887920683793198,2971173000.0,25.379598285382965,-205464000.0,-440466000.0,22.186,1.4947344,-5.70855775474157,21.423268666314364,-19.528783015332476,False,736476000.0,1570610000.0,336476000.0,400000000.0,663993000.0,False,[],2369742000.0,,,False,7.5263279999999995,0.4744228887714546
76,7047,70.0,40.0,30.0,0.0,79.9624464626285,False,,0.9921278345670309,21963000000.0,40.96919127086008,2948000000.0,1887000000.0,25.61,3.0180278,13.410953,37.44555413788552,12.171040990858152,False,16955000000.0,22729000000.0,8511000000.0,8444000000.0,2543000000.0,False,[],15580000000.0,,,False,4.14726175,5.815184712628508
77,4186,70.0,40.0,30.0,0.0,80.168589,False,実質無借金,0.052538200085719695,200966000000.0,23.84667529426265,33091000000.0,22683000000.0,16.094998999999998,3.718451,29.325644,71.1715674103501,10.967868709634653,False,211196000000.0,281930000000.0,200654000000.0,10542000000.0,59047000000.0,False,[],162270000000.0,,,False,0.16858899999999988,10.0
78,4493,70.0,40.0,30.0,0.0,80.0,False,実質無借金,0.22469276886021203,3857729000.0,26.03864215024352,773603000.0,575100000.0,23.306999,4.6615167,35.589397,56.56887059510743,25.912888396332818,False,2089779000.0,3016447000.0,1706370000.0,383409000.0,1667410000.0,False,[],3060751000.0,,,False,0.0,10.0
79,3010,70.0,40.0,30.0,0.0,83.90676394341219,False,,1.1236070091231303,27881446000.0,23.66861758430409,2804095000.0,2610672000.0,15.260000000000002,1.5459996,13.016528,42.17268183023653,3.262713308987481,False,60160557000.0,67174815000.0,28329421000.0,31831136000.0,7514013000.0,False,[],22545288000.0,,,False,6.51587,7.390893943412176
80,5729,70.0,40.0,30.0,0.0,85.0,False,,0.33547657854094903,25179512000.0,61.51730164145941,3598009000.0,2456081000.0,40.962002,2.055966,5.9523807,56.992519612965275,15.804480627448736,False,15936027000.0,20937553000.0,11932839000.0,4003188000.0,2128680000.0,False,[],15589359000.0,,,False,5.0,10.0
81,4165,70.0,40.0,30.0,0.0,79.86670602145949,False,実質無借金,0.3804979709154095,13396474000.0,21.866858527098813,1431875000.0,1099057000.0,27.555000000000003,7.0569696,30.954168,49.60011806437846,15.17062846757222,False,6606928000.0,9648973000.0,4785902000.0,1821026000.0,6601979000.0,False,[],10992713000.0,,,False,0.0,9.866706021459485
82,3741,70.0,40.0,30.0,0.0,80.90379,False,実質無借金,0.0038584133775478925,10295370000.0,20.631936306751946,1793257000.0,1344002000.0,15.574001,3.915126,26.38484,79.23454597874654,13.402146641242075,False,9366260000.0,11775495000.0,9330260000.0,36000000.0,2231686000.0,False,[],8534531000.0,,,False,0.9037899999999999,10.0
83,3093,70.0,40.0,30.0,0.0,83.79469599395904,False,,0.5397541770693297,42207000000.0,22.502467057525976,4035000000.0,2709000000.0,28.184998,3.5243342,14.814815,49.9951992318771,17.614593077642656,False,16035000000.0,20830000000.0,10414000000.0,5621000000.0,3014000000.0,False,[],34454000000.0,,,False,3.79629625,9.998399743959034
