rank,ticker,growth_rank_score,score_growth,score_profit,penalty,total_score,debt_free_flag,net_cash_status,debt_to_equity_ratio,revenue,revenue_growth_rate,operating_income,net_income,roe,pbr,per,equity_ratio,roic,roic_using_total_assets,invested_capital,total_assets,equity,total_debt,cash,missing_critical,missing_items,revenue_previous,long_term_debt,short_term_debt,is_debt_free,score_value,score_safety
220,6269,64.21258745640466,34.21258745640467,30.0,0.0,67.57749105084527,False,実質無借金,0.4358003617310568,4186461000.0,17.106293728202335,168896000.0,220404000.0,27.215,4.55811,24.87562,26.251425783321853,6.975595163992024,False,1694869000.0,4496651000.0,1180435000.0,514434000.0,1253276000.0,False,[],3574924000.0,,,False,1.2810949999999997,2.0838085944406175
221,3922,64.12241628816057,34.122416288160565,30.0,0.0,76.16396028816057,False,実質無借金,0.0002899812352302577,8003435000.0,17.061208144080283,1877329000.0,1118896000.0,27.369,4.281721,21.833824,83.7680139156027,19.029103677625077,False,6905897000.0,8241684000.0,6903895000.0,2002000.0,5605260000.0,False,[],6836966000.0,,,False,2.041544,10.0
222,3021,64.04637241517614,34.04637241517614,30.0,0.0,70.58544856868967,False,,2.2703083438072227,8099541000.0,17.02318620758807,842253000.0,529682000.0,23.807000000000002,2.9962502,13.605442,27.321309960540603,5.3365569344308454,False,11047893000.0,12364861000.0,3378242000.0,7669651000.0,1215270000.0,False,[],6921313000.0,,,False,4.0986395,2.4404366535135344
223,2413,63.93881019578622,38.52681019578622,25.412000000000003,0.0,74.02017094578622,False,実質無借金,0.06452874462260462,284900000000.0,19.26340509789311,60299000000.0,40484000000.0,12.706000000000001,3.510731,29.674557,65.05231709643982,10.477515539051174,False,402856000000.0,581741000000.0,378436000000.0,24420000000.0,134933000000.0,False,[],238883000000.0,,,False,0.08136074999999998,10.0
224,6544,63.91605078643168,33.91605078643168,30.0,0.0,73.91605078643168,False,,0.25066386091487547,49375000000.0,16.95802539321584,8625000000.0,5530000000.0,33.546,14.125201,46.12656,56.37020928065072,24.18676388109927,False,24962000000.0,35407000000.0,19959000000.0,5003000000.0,2344000000.0,False,[],42216000000.0,,,False,0.0,10.0
225,5133,63.808001000000004,40.0,23.808001,0.0,74.79619064825756,False,実質無借金,0.09744513144720415,8653567000.0,25.759543394735857,273193000.0,176001000.0,11.9040005,1.8362039,16.080156,40.067744444772664,6.117544052148249,False,3126011000.0,7109070000.0,2848444000.0,277567000.0,1704400000.0,False,[],6881042000.0,,,False,4.2989415,6.689248148257556
226,5257,63.72644848669929,38.32444848669929,25.402,0.0,80.0512982366993,False,実質無借金,0.2812170012036797,6461829000.0,19.162224243349645,528186000.0,394676000.0,12.701,1.6162105,12.376391,59.88463140648464,12.917615959935953,False,2862217000.0,3730478000.0,2233983000.0,628234000.0,758979000.0,False,[],5422716000.0,,,False,6.32484975,10.0
227,2586,63.692,40.0,23.692,0.0,73.69200000000001,True,実質無借金,0.0,2549464000.0,124.25507472782465,229644000.0,270978000.0,11.846,2.4625177,31.749458,83.31396079682568,5.438190828634072,False,2955961000.0,3547978000.0,2955961000.0,0.0,1886776000.0,False,[],1136859000.0,,,False,0.0,10.0
228,4395,63.65794567758364,33.65794567758364,30.0,0.0,73.58545143824927,False,実質無借金,0.2812078079974206,6347970000.0,16.82897283879182,331881000.0,73498000.0,24.018,2.630855,51.539856,49.78251728199688,10.149944491702591,False,2288847000.0,3588561000.0,1786476000.0,502371000.0,1471151000.0,False,[],5433558000.0,,,False,0.0,9.927505760665628
229,6224,63.595033954929924,33.595033954929924,30.0,0.0,72.41757157546888,False,,1.0032286309365133,11064571000.0,16.797516977464962,1378021000.0,1078667000.0,25.91,3.2631965,15.314598,35.453561361616906,10.436213216181791,False,9242957000.0,13014292000.0,4614030000.0,4628927000.0,2431302000.0,False,[],9473293000.0,,,False,3.6713505,5.151187120538968
230,6785,63.594,40.0,23.594,0.0,81.4244995,False,実質無借金,0.09117663392177071,33322765000.0,20.185282773190274,4292615000.0,2760595000.0,11.797,1.283217,13.013662,67.68633650313973,10.22911375439966,False,29375277000.0,39772776000.0,26920735000.0,2454542000.0,6807020000.0,False,[],27726161000.0,,,False,7.8304995,10.0
231,3484,63.58968782744508,33.58968782744508,30.0,0.0,68.62788810685767,False,実質無借金,0.02566866242593781,16659432000.0,16.79484391372254,1381612000.0,1029126000.0,33.152,5.1863337,17.362028,25.63612183823773,23.498658178792052,False,4115675000.0,15652426000.0,4012675000.0,103000000.0,4283926000.0,False,[],14263842000.0,,,False,3.1594930000000003,1.878707279412577
232,4441,63.44383471658166,33.44383471658166,30.0,0.0,75.96399596658166,False,実質無借金,0.08016538539680043,2405885000.0,16.72191735829083,831784000.0,601854000.0,24.845,4.8068686,19.919355,56.04988848925323,22.079651487767716,False,2637038000.0,4355634000.0,2441328000.0,195710000.0,3215658000.0,False,[],2061211000.0,,,False,2.52016125,10.0
233,4776,63.36741113557722,33.36741113557722,30.0,0.0,75.31185538557722,True,実質無借金,0.0,29675000000.0,16.68370556778861,4897000000.0,3555000000.0,42.551997,7.234436,22.222223,55.14772134490444,29.47716914610027,False,11629000000.0,21087000000.0,11629000000.0,0.0,5589000000.0,False,[],25432000000.0,,,False,1.94444425,10.0
234,5029,63.25867702069227,40.0,23.258677020692268,0.0,74.64666177069226,False,実質無借金,0.21303998718507988,3804013000.0,31.13686725988315,203634000.0,115432000.0,11.629338510346134,4.477072,24.448061,54.46099367049714,11.83864524461092,False,1204055000.0,1822576000.0,992593000.0,211462000.0,833354000.0,False,[],2900796000.0,,,False,1.3879847500000002,10.0
235,2146,63.189247440579535,33.189247440579535,30.0,0.0,74.99436744057954,False,実質無借金,0.22595672925776672,194748000000.0,16.594623720289768,8079000000.0,8965000000.0,17.838,4.0385327,22.77952,52.73716576734091,13.184054085557756,False,42895000000.0,66346000000.0,34989000000.0,7906000000.0,31708000000.0,False,[],167030000000.0,,,False,1.8051199999999994,10.0
236,6539,63.001999999999995,40.0,23.002,0.0,74.112301,False,実質無借金,0.019311326783206805,7474012000.0,63.3771671922387,1604916000.0,1032737000.0,11.501,2.9648168,25.558796,89.20630677573548,11.396445522798599,False,9857821000.0,10841229000.0,9671060000.0,186761000.0,4298269000.0,False,[],4574698000.0,,,False,1.1103009999999998,10.0
237,2585,62.958468459043836,32.958468459043836,30.0,0.0,71.66486061672896,False,,0.8569822194110619,44537000000.0,16.479234229521918,4742000000.0,3392000000.0,25.915,6.032506,25.640297,42.84939922305538,12.562540211179654,False,26423000000.0,33207000000.0,14229000000.0,12194000000.0,3014000000.0,False,[],38236000000.0,,,False,1.08992575,7.616466407685126
238,2751,62.914,40.0,22.914,0.0,74.11664525,False,実質無借金,0.12189194241914376,47055000000.0,26.92183201165237,2669000000.0,2064000000.0,11.457,2.7002187,25.189419,61.203707235211105,10.377714825306892,False,18003000000.0,26219000000.0,16047000000.0,1956000000.0,9617000000.0,False,[],37074000000.0,,,False,1.2026452499999998,10.0
239,4373,62.84858013166945,32.84858013166945,30.0,0.0,74.71853713166945,False,,0.3815816431059209,47394000000.0,16.424290065834725,10804000000.0,7781000000.0,20.371,4.292855,22.520172,61.76760902027284,11.214947727441238,False,67435000000.0,79022000000.0,48810000000.0,18625000000.0,13438000000.0,False,[],40708000000.0,,,False,1.869957,10.0
240,1885,62.848103941490635,32.848103941490635,30.0,0.0,71.52270193566058,False,,0.47370545225871247,330472000000.0,16.424051970745317,20622000000.0,14908000000.0,15.554000000000002,2.3798835,16.15545,35.64038148250981,9.19376102615707,False,157013000000.0,298939000000.0,106543000000.0,50470000000.0,41605000000.0,False,[],283852000000.0,,,False,3.4611375000000004,5.2134604941699365
241,6200,62.64670417523136,32.64670417523136,30.0,0.0,75.92414317523136,True,実質無借金,0.0,14510945000.0,16.32335208761568,5978600000.0,4130091000.0,36.842000000000006,5.5888467,16.890244,77.32201380840364,33.5148196859264,False,12487073000.0,16149441000.0,12487073000.0,0.0,8191258000.0,False,[],12474662000.0,,,True,3.277439,10.0
242,6647,62.564,40.0,22.564,0.0,82.564,False,,0.27325106582105296,9212733000.0,23.69036529791942,735627000.0,568705000.0,11.282,0.5956861,5.8004303,57.93022835094942,7.839736468341442,False,6568319000.0,8905021000.0,5158699000.0,1409620000.0,933734000.0,False,[],7448222000.0,,,False,10.0,10.0
243,4486,62.5291966012237,32.5291966012237,30.0,0.0,76.0294203512237,False,実質無借金,0.0016444258519223176,2967183000.0,16.26459830061185,395353000.0,384343000.0,18.837999,3.0772011,15.999105,66.30066835180916,13.534195781590268,False,2044799000.0,3079067000.0,2041442000.0,3357000.0,2701244000.0,False,[],2552095000.0,,,False,3.50022375,10.0
244,5843,62.198996416838256,32.198996416838256,30.0,0.0,75.253254148978,False,実質無借金,0.19838323962958895,3741715000.0,16.099498208419128,775279000.0,528467000.0,23.618999,2.8142567,13.441151,46.74363644641923,18.15242685030423,False,2989657000.0,5337073000.0,2494742000.0,494915000.0,2759797000.0,False,[],3222852000.0,,,False,4.1397122500000005,8.914545482139744
245,5344,62.166383860697806,33.41238386069781,28.754,0.0,72.1663838606978,True,実質無借金,0.0,71849000000.0,16.706191930348904,26914000000.0,19242000000.0,14.377,4.668992,34.722126,89.85627437888745,14.735631824296844,False,127852000000.0,142285000000.0,127852000000.0,0.0,71793000000.0,False,[],61564000000.0,,,False,0.0,10.0
246,4346,62.13454708739846,32.13454708739846,30.0,0.0,66.75766096239846,False,実質無借金,1.6063756063756063,28433000000.0,16.06727354369923,1821000000.0,922000000.0,19.600001,2.4519894,11.5075445,17.751260917702055,11.297527253390056,False,11283000000.0,24387000000.0,4329000000.0,6954000000.0,8447000000.0,False,[],24497000000.0,,,False,4.623113875,0.0
247,6507,62.13224621798806,32.13224621798806,30.0,0.0,73.55231496798805,False,,0.18639160332971408,119150000000.0,16.06612310899403,15734000000.0,12097000000.0,15.690999999999999,3.557312,24.319725,58.71529380729407,11.585912351938735,False,95062000000.0,136467000000.0,80127000000.0,14935000000.0,10221000000.0,False,[],102657000000.0,,,False,1.4200687500000004,10.0
248,2492,62.048120583185664,33.94012058318566,28.108,0.0,72.04812058318566,False,実質無借金,0.11635360979745035,15630970000.0,16.97006029159283,1200437000.0,655426000.0,14.054,8.904599,82.02847,73.53893371742004,6.896230554887841,False,12185003000.0,14842482000.0,10915003000.0,1270000000.0,4311437000.0,False,[],13363223000.0,,,False,0.0,10.0
249,6334,62.0380008,40.0,22.0380008,0.0,76.35693813278813,False,,0.6621399862293951,6511496000.0,32.990537579066256,267595000.0,120428000.0,11.0190004,1.5305413,14.733873,44.465336248364395,3.709110559182824,False,5050173000.0,6833089000.0,3038356000.0,2011817000.0,1652416000.0,False,[],4896210000.0,,,False,6.1638252499999995,8.155112082788131
250,5027,62.01,40.0,22.009999999999998,0.0,73.52196593704018,False,実質無借金,0.3384374246443212,50713000000.0,51.56306037059175,2567000000.0,2335000000.0,11.004999999999999,2.3148148,22.027971,48.55687606112054,8.093415007656969,False,22202000000.0,34162000000.0,16588000000.0,5614000000.0,9664000000.0,False,[],33460000000.0,,,False,1.9930072499999998,9.518958687040179
251,2780,61.980000000000004,40.0,21.98,0.0,76.39560376320854,False,,1.4460968955303302,158994692000.0,33.09460331164324,6176646000.0,4777112000.0,10.99,1.195848,11.061947,36.98099153962561,5.393102009437615,False,80170043000.0,88625747000.0,32774680000.0,47395363000.0,15535605000.0,False,[],119459909000.0,,,False,8.75527325,5.660330513208538
252,1798,61.93830570520006,31.938305705200058,30.0,0.0,80.83387894232533,False,実質無借金,0.052507216004106246,50266769000.0,15.969152852600029,2293448000.0,1651794000.0,16.906,0.8401137,5.379253,46.6867197113758,9.568788300309352,False,16777606000.0,34143776000.0,15940609000.0,836997000.0,9277827000.0,False,[],43344948000.0,,,False,10.0,8.895573237125268
253,6524,61.937425178147265,36.40142517814727,25.535999999999998,0.0,71.93742517814727,False,実質無借金,0.09851459791702237,15924000000.0,18.200712589073635,3940000000.0,3252000000.0,12.767999999999999,3.8374085,41.666668,81.67619578859295,10.716506061548026,False,25736000000.0,28684000000.0,23428000000.0,2308000000.0,9327000000.0,False,[],13472000000.0,,,False,0.0,10.0
254,4971,61.879999999999995,40.0,21.88,0.0,71.88,True,実質無借金,0.0,18234377000.0,30.058961839389703,4562468000.0,2291615000.0,10.94,3.6569793,46.082573,81.41025144334732,11.873797020240676,False,26897273000.0,33039172000.0,26897273000.0,0.0,11476446000.0,False,[],14020085000.0,,,False,0.0,10.0
255,7079,61.81612456807638,31.816124568076383,30.0,0.0,79.21521406807638,False,実質無借金,0.0069394398169097754,5326810000.0,15.908062284038191,1306173000.0,912899000.0,17.802,1.5201821,9.098972,76.91228271193056,21.136286720069833,False,4325836000.0,5585615000.0,4296024000.0,29812000.0,3478664000.0,False,[],4595720000.0,,,False,7.3990895000000005,10.0
256,6231,61.61280695853901,31.612806958539007,30.0,0.0,75.200434708539,False,,0.38724681765907115,16042155000.0,15.806403479269504,3675847000.0,2496235000.0,25.892,3.6539998,15.649489,53.01548566082428,15.767044537136913,False,16319437000.0,22189560000.0,11763903000.0,4555534000.0,1598420000.0,False,[],13852563000.0,,,False,3.5876277500000002,10.0
257,1928,61.548,40.0,21.548000000000002,0.0,77.05910165268466,False,,0.9681106465166884,4058583000000.0,30.61689433909557,331367000000.0,217705000000.0,10.774000000000001,1.2054486,11.58758,40.80571895805399,6.006143458534632,False,3861994000000.0,4808848000000.0,1962285000000.0,1899709000000.0,390559000000.0,False,[],3107242000000.0,,,False,8.575861999999999,6.935239652684662
258,2884,61.513077314136666,33.45907531413667,28.054002,0.0,67.32789531413667,False,,2.618084120938735,58110107000.0,16.729537657068335,4161282000.0,1861345000.0,14.027001,1.6893485,12.953758,19.694712795838505,7.290767683306129,False,39953233000.0,56069104000.0,11042649000.0,28910584000.0,13170612000.0,False,[],49781836000.0,,,False,5.814818000000001,0.0
259,3433,61.446741842302345,32.07874184230234,29.368,0.0,74.74508934230235,False,実質無借金,0.06389539293605515,54231000000.0,16.03937092115117,12275000000.0,8052000000.0,14.684,2.3941295,16.80661,74.25192222929624,13.317369538599836,False,64521000000.0,81676000000.0,60646000000.0,3875000000.0,14483000000.0,False,[],46735000000.0,,,False,3.2983474999999998,10.0
260,7110,61.413686164746906,31.413686164746906,30.0,0.0,73.5177991647469,False,実質無借金,0.03232114281749091,7012802000.0,15.706843082373453,1083700000.0,785757000.0,17.378001,2.984807,21.583548,84.4563552422648,15.54608441926125,False,4879621000.0,5596789000.0,4726844000.0,152777000.0,4195709000.0,False,[],6060836000.0,,,False,2.104113,10.0
261,3475,61.348,40.0,21.348,0.0,71.45447336192225,False,,1.4227087955004565,59753709000.0,169.2762155894807,5451569000.0,3320097000.0,10.674,2.583046,9.174312,35.319420085766765,11.301789910409262,False,33765433000.0,39460042000.0,13937058000.0,19828375000.0,11661993000.0,False,[],22190489000.0,,,False,5.0,5.106473361922255
262,5284,61.32276882613799,31.32276882613799,30.0,0.0,79.980761826138,False,実質無借金,0.29158343097209366,22837611000.0,15.661384413068996,3565808000.0,2408421000.0,20.874001,1.2684014,6.510497,51.800127009749474,15.63754134191638,False,15962008000.0,23858011000.0,12358480000.0,3603528000.0,5484345000.0,False,[],19745234000.0,,,False,8.657993000000001,10.0
263,3097,61.2908283250588,31.290828325058794,30.0,0.0,72.12436632505879,False,,0.3810706127718741,123921000000.0,15.645414162529397,9244000000.0,6157000000.0,17.868000000000002,4.058392,26.665848,54.40791073406641,11.633108010930533,False,55624000000.0,74026000000.0,40276000000.0,15348000000.0,12520000000.0,False,[],107156000000.0,,,False,0.8335379999999999,10.0
264,6549,61.26750466652716,32.389504666527166,28.877999999999997,0.0,76.80986974293938,False,,0.689908466258695,21155962000.0,16.194752333263583,678865000.0,496106000.0,14.438999999999998,1.2833614,9.734513,40.87751622923669,8.400059888622716,False,5657168000.0,8189387000.0,3347618000.0,2309550000.0,1361152000.0,False,[],18207330000.0,,,False,8.583193,6.95917207641223
265,3836,61.18739086706831,31.18739086706831,30.0,0.0,73.66722536706831,False,実質無借金,0.002132132259328584,28227703000.0,15.593695433534155,4604154000.0,3434688000.0,25.722,4.4378977,20.080662,63.93147678860939,20.639453273867638,False,15615277000.0,24373055000.0,15582054000.0,33223000.0,14593169000.0,False,[],24419760000.0,,,False,2.4798345,10.0
266,3359,61.058,40.0,21.058,0.0,77.2195281062132,False,,0.8960509651207511,13675545000.0,52.7680978856509,772347000.0,437118000.0,10.529,1.1955634,12.269194,43.11993081863962,6.428161483624649,False,8410537000.0,10287164000.0,4435818000.0,3974719000.0,2539764000.0,False,[],8951833000.0,,,False,8.4548845,7.7066436062132055
267,4574,60.932,40.0,20.932000000000002,-40.0,31.9324455,False,実質無借金,0.4829326209557732,6120000000.0,21.428571428571427,-1006000000.0,-3611000000.0,10.466000000000001,1.7999109,64.13044,50.968229954614216,-7.047638110488391,False,9992000000.0,13220000000.0,6738000000.0,3254000000.0,5484000000.0,False,[],5040000000.0,,,False,1.0004455,10.0
268,3266,60.870000000000005,40.0,20.87,0.0,77.79576475,False,,0.7028178243774574,5668000000.0,37.073760580411125,435000000.0,200000000.0,10.435,1.0475616,21.345709,52.566310713055465,5.859149509332307,False,5197000000.0,5806000000.0,3052000000.0,2145000000.0,1837000000.0,False,[],4135000000.0,,,False,6.92576475,10.0
269,4578,60.84295401492543,30.842954014925432,30.0,0.0,76.64727176492543,False,実質無借金,0.06928021129800481,2329861000000.0,15.421477007462716,415992000000.0,343120000000.0,16.569,1.7256371,12.269987,73.10501488132249,9.962301951820807,False,2922963000000.0,3739251000000.0,2733580000000.0,189383000000.0,426173000000.0,False,[],2018568000000.0,,,False,5.80431775,10.0
270,7199,60.83116718442909,30.831167184429088,30.0,0.0,64.4776151844291,False,,2.705067906780109,36409000000.0,15.415583592214544,6815000000.0,4651000000.0,21.988000999999997,3.077149,15.414208,10.22931217160032,6.804210466260644,False,70111000000.0,184988000000.0,18923000000.0,51188000000.0,17159000000.0,False,[],31546000000.0,,,False,3.6464480000000004,0.0
271,4429,60.818000999999995,40.0,20.818001,0.0,75.98879484355936,True,実質無借金,0.0,9043848000.0,20.72202166064982,458672000.0,355518000.0,10.4090005,1.3774521,15.576324,45.35640603067807,10.599825157740996,False,3029016000.0,6678254000.0,3029016000.0,0.0,3296981000.0,False,[],7491465000.0,,,True,6.7186585,8.452135343559357
272,4685,60.764664616048776,30.76466461604878,30.0,0.0,74.97081211604878,False,実質無借金,0.0007305364224587769,42763000000.0,15.38233230802439,4820000000.0,3383000000.0,19.299999,2.4473238,13.17541,63.45065059762275,17.593075398894566,False,19178000000.0,30203000000.0,19164000000.0,14000000.0,2170000000.0,False,[],37062000000.0,,,False,4.2061475,10.0
273,4180,60.706,40.0,20.706,0.0,70.706,False,実質無借金,0.11012676672009325,34057000000.0,28.91589068059656,1981000000.0,2927000000.0,10.353,3.2633295,36.36061,76.87568609001501,3.640205806688717,False,38094000000.0,44637000000.0,34315000000.0,3779000000.0,5496000000.0,False,[],26418000000.0,,,False,0.0,10.0
274,6465,60.65130866814969,38.51130866814969,22.14,0.0,73.83688691814969,True,実質無借金,0.0,445495000000.0,19.255654334074844,51480000000.0,37170000000.0,11.07,1.9505187,18.247313,66.90431367934934,9.9021218832607,False,363922000000.0,543944000000.0,363922000000.0,0.0,239035000000.0,False,[],373563000000.0,,,True,3.1855782500000007,10.0
275,5254,60.602000000000004,40.0,20.602,0.0,70.602,False,実質無借金,0.09576296476011403,2939525000.0,45.3694092350207,1236193000.0,658162000.0,10.301,4.5223155,39.215687,81.45073305165717,19.159583133785503,False,4516461000.0,5060421000.0,4121750000.0,394711000.0,3852997000.0,False,[],2022107000.0,,,False,0.0,10.0
276,4372,60.5969630310776,30.5969630310776,30.0,0.0,75.6459212810776,False,実質無借金,0.020752827432231023,2669470000.0,15.2984815155388,637593000.0,469681000.0,15.963,1.8729297,12.345573,82.87211132206302,15.358817393865834,False,2905921000.0,3435222000.0,2846841000.0,59080000.0,2540460000.0,False,[],2315269000.0,,,False,5.048958249999999,10.0
277,4418,60.556,40.0,20.556,0.0,68.31204323253196,False,実質無借金,0.5003731735615649,16457876000.0,748.4893291016813,50685000.0,-278397000.0,10.278,3.5681117,44.845566,43.26812969759589,0.7186057717333206,False,4937269000.0,7605353000.0,3290694000.0,1646575000.0,2297785000.0,False,[],1939668000.0,,,False,0.0,7.7560432325319635
278,7091,60.50601423395709,30.50601423395709,30.0,0.0,64.9564299839571,False,,3.18604891392531,19204574000.0,15.253007116978544,341272000.0,365591000.0,22.0,2.3984735,12.198337,16.93945366005208,2.780697621145046,False,8591024000.0,12115497000.0,2052299000.0,6538725000.0,1592802000.0,False,[],16662970000.0,,,False,4.4504157499999994,0.0
279,6787,60.478440637920855,30.47844063792085,30.0,0.0,70.85207428475455,False,,0.8090504259132653,206806000000.0,15.239220318960426,19083000000.0,14924000000.0,15.937000000000001,2.805854,18.132275,42.22010719050108,6.822039957509397,False,195808000000.0,256366000000.0,108238000000.0,87570000000.0,23152000000.0,False,[],179458000000.0,,,False,2.96693125,7.406702396833694
280,4419,60.456,40.0,20.456,0.0,69.73692513838793,False,実質無借金,0.1758317569334133,7702356000.0,43.291328949835844,950127000.0,659714000.0,10.228,4.7402916,52.89941,47.8427754151638,6.213681913221882,False,10703620000.0,19026948000.0,9103020000.0,1600600000.0,4454730000.0,False,[],5375312000.0,,,False,0.0,9.280925138387934
281,4368,60.43316210301417,35.717162103014175,24.715999999999998,0.0,72.72482910301417,False,実質無借金,0.1922171746526095,69501527000.0,17.858581051507088,16230509000.0,11622785000.0,12.357999999999999,2.4476776,20.833332,73.53176830888928,9.15876676933445,False,124048975000.0,141502071000.0,104048975000.0,20000000000.0,31295730000.0,False,[],58970273000.0,,,False,2.2916670000000003,10.0
282,6871,60.318002,40.0,20.318002,0.0,70.318002,False,実質無借金,0.023668519861413263,55643000000.0,45.312336780528575,12572000000.0,8811000000.0,10.159001,6.048327,34.84783,62.062757844730584,17.31714516224247,False,50819000000.0,79990000000.0,49644000000.0,1175000000.0,23949000000.0,False,[],38292000000.0,,,False,0.0,10.0
283,3696,60.210479103809924,30.210479103809924,30.0,0.0,71.41312805237573,False,実質無借金,0.8535136601850959,27706531000.0,15.105239551904962,2228083000.0,1480868000.0,25.617,1.6799521,9.372103,33.80722834569737,7.547896578891843,False,20663480000.0,32976010000.0,11148275000.0,9515205000.0,11574595000.0,False,[],24070608000.0,,,False,6.600239500000001,4.60240944856579
284,1450,60.15381099367157,30.153810993671566,30.0,0.0,77.65614049367157,True,実質無借金,0.0,12286088000.0,15.076905496835783,2328357000.0,1576283000.0,18.719,1.4995341,8.5396185,72.23834386152076,19.820450313459496,False,8223072000.0,11383251000.0,8223072000.0,0.0,4116146000.0,False,[],10676415000.0,,,False,7.5023295,10.0
285,4054,60.10622486123454,35.35545649679064,24.750768364443896,0.0,73.88031711123455,True,実質無借金,0.0,4436894000.0,17.67772824839532,709518000.0,428987000.0,12.375384182221948,2.384923,14.903631,62.23534590851705,14.327684717581713,False,3466454000.0,5569912000.0,3466454000.0,0.0,961024000.0,False,[],3770377000.0,,,False,3.77409225,10.0
286,6086,59.998772057943654,29.998772057943658,30.0,0.0,69.03695495276858,False,実質無借金,0.11059623455698783,25707509000.0,14.999386028971829,1534311000.0,1033141000.0,31.033,4.954207,19.418549,39.17846043447478,27.225197341404435,False,3944940000.0,9066441000.0,3552092000.0,392848000.0,4140204000.0,False,[],22354475000.0,,,False,2.6453627500000003,6.392820144824926
287,3920,59.98384525108727,29.983845251087267,30.0,0.0,74.14150900108727,False,実質無借金,0.35260165194725207,2404511000.0,14.991922625543634,565084000.0,410714000.0,19.264,2.420449,13.369345,60.788881537530884,12.865520813513456,False,3074565000.0,3739294000.0,2273075000.0,801490000.0,2414134000.0,False,[],2091026000.0,,,False,4.15766375,10.0
288,3495,59.834172227240906,29.834172227240906,30.0,0.0,74.19080799698197,False,,1.1952026049169033,11532888000.0,14.917086113620453,1071265000.0,1015589000.0,17.715,1.1121337,6.9107947,34.75191280922319,5.510829772548761,False,13607488000.0,17837116000.0,6198739000.0,7408749000.0,2247613000.0,False,[],10035834000.0,,,False,9.4393315,4.917304269741065
289,5280,59.784787470669954,29.784787470669954,30.0,0.0,79.78478747066995,False,,0.2873692329401502,27474927000.0,14.892393735334977,4678515000.0,3017703000.0,15.543999999999999,0.75256246,5.17064,61.92321693440355,9.270958946906008,False,35324938000.0,44312349000.0,27439632000.0,7885306000.0,3514675000.0,False,[],23913617000.0,,,False,10.0,10.0
290,6742,59.686002,40.0,19.686002,0.0,76.6986866818248,False,,0.6381744343453878,85367000000.0,21.0450194966324,6115000000.0,4783000000.0,9.843001,0.8256645,8.81929,41.03805404547439,5.053122417660252,False,84710000000.0,126005000000.0,51710000000.0,33000000000.0,8170000000.0,False,[],70525000000.0,,,False,10.0,7.012684681824796
291,4771,59.66812362646735,29.668123626467345,30.0,0.0,72.90922262646734,False,実質無借金,0.0018814044661635916,17066373000.0,14.834061813233673,2716894000.0,1814337000.0,16.024,2.5931852,17.035604,76.35358471774121,14.365986868647877,False,13238393000.0,17305714000.0,13213533000.0,24860000.0,5834981000.0,False,[],14861769000.0,,,False,3.2410989999999997,10.0
292,5247,59.6359992,40.0,19.6359992,0.0,66.8821876199861,False,実質無借金,0.5231085078670971,5099797000.0,22.750702414698708,91865000.0,62459000.0,9.8179996,3.020963,40.97453,41.73856525995827,6.401621074364944,False,1004519000.0,1580119000.0,659519000.0,345000000.0,765044000.0,False,[],4154597000.0,,,False,0.0,7.246188419986091
293,3901,59.59177018466891,29.59177018466891,30.0,0.0,73.75843693466891,True,実質無借金,0.0,5562104000.0,14.795885092334455,2216110000.0,1577957000.0,24.407,3.1367705,13.333333,75.59330185629241,23.443680305852908,False,6617037000.0,8753470000.0,6617037000.0,0.0,6060545000.0,False,[],4845212000.0,,,True,4.16666675,10.0
294,4838,59.562,40.0,19.561999999999998,0.0,74.97278675,False,実質無借金,0.008414758129791606,20637129000.0,27.836972548022654,877460000.0,287555000.0,9.780999999999999,1.5542941,17.270971,50.246843126043004,7.5953239607441425,False,8086844000.0,15959934000.0,8019363000.0,67481000.0,6489456000.0,False,[],16143318000.0,,,False,5.410786750000001,10.0
295,3774,59.52115328890177,29.52115328890177,30.0,0.0,70.14441722509116,False,,0.23894855810581236,316831000000.0,14.760576644450884,30104000000.0,19933000000.0,16.106,3.1521451,20.877512,45.027925808568185,12.090029202691927,False,174299000000.0,312435000000.0,140683000000.0,33616000000.0,32534000000.0,False,[],276080000000.0,,,False,2.280622,8.342641936189395
296,4414,59.45920906802243,29.459209068022435,30.0,0.0,72.94650406802243,False,実質無借金,0.19023166747909034,7949168000.0,14.729604534011218,1085310000.0,720787000.0,27.235,3.6927333,16.05082,64.83992869841258,23.446781903205256,False,3240176000.0,4198504000.0,2722307000.0,517869000.0,2128101000.0,False,[],6928611000.0,,,False,3.4872949999999996,10.0
297,4420,59.432,40.0,19.432,0.0,71.352732,True,実質無借金,0.0,11908042000.0,23.68001803054703,1113422000.0,892392000.0,9.716,2.034441,22.317072,71.38318511813094,15.624018230935338,False,4988444000.0,6988262000.0,4988444000.0,0.0,3267624000.0,False,[],9628105000.0,,,True,1.9207320000000003,10.0
298,6099,59.39349846366372,29.393498463663718,30.0,0.0,72.49248996366372,False,実質無借金,0.006128452988957634,47513703000.0,14.696749231831859,3577738000.0,2354670000.0,20.124,3.117491,17.604034,57.8629505450971,19.910348375521437,False,12578467000.0,21605967000.0,12501850000.0,76617000.0,6849398000.0,False,[],41425501000.0,,,False,3.0989915000000003,10.0
